xDom,yDom,tendency
30.897654734571177, 37.922889412159755, 1.3
35.22557257788683, 50.35124072628442, 1.3
56.69509834451858, 78.43686045561662, 1.3
60.87660043385709, 74.27891635127195, 1.3
5.093601684970238, 8.191034804473322, 1.3
7.24008132416823, 15.636829908999403, 1.3
24.289515315992897, 33.62878104774593, 1.3
62.784061218182735, 83.79962566221664, 1.3
47.50641815776937, 56.392987587622095, 1.3
32.2394945692012, 46.68600144384391, 1.3
16.713725466712624, 15.256007275795989, 1.3
14.340848716390365, 15.686566937687953, 1.3
10.174099727617671, 18.049369880028202, 1.3
79.97834907551739, 102.5936425035591, 1.3
6.64647186134059, 14.937388682436325, 1.3
37.75707482461851, 48.271058085744826, 1.3
41.45975966323259, 52.770908273780194, 1.3
25.48659892583863, 25.4341507710568, 1.3
43.50174448836717, 62.147617061047875, 1.3
18.680727956282695, 16.514662656664964, 1.3
31.641965885398466, 34.072805588630835, 1.3
16.476876588813813, 22.89684389597069, 1.3
6.520862761511611, 7.915761912629, 1.3
49.872705987414726, 67.86430540906039, 1.3
38.08374986509988, 49.20106317920631, 1.3
10.530816869461697, 11.56800232570626, 1.3
39.48327209103118, 46.901817619222506, 1.3
32.953319136607576, 35.176313743588615, 1.3
34.42235242113045, 52.45422137827237, 1.3
57.423854548185936, 75.92644310700862, 1.3
79.652184206716, 108.20899291727406, 1.3
49.009329801291514, 57.80832698751594, 1.3
24.092090032101964, 25.74948103723509, 1.3
85.98117531309302, 113.09537001077653, 1.3
13.638804910932741, 11.082612582466336, 1.3
17.525358537289385, 29.39091668156531, 1.3
26.6026562198192, 43.41895442728055, 1.3
35.151541532567606, 41.56340028824556, 1.3
56.862865616395275, 70.65130381303624, 1.3
43.72016232011253, 51.86315407608222, 1.3
23.46246546730951, 36.65647735945509, 1.3
60.16222077827417, 80.99529682564773, 1.3
41.99191216181546, 61.377535039884464, 1.3
40.620091461363835, 54.00957314951695, 1.3
66.68257232088229, 79.53623691159063, 1.3
24.01458683442004, 29.972011290321277, 1.3
29.88913030711224, 35.5846785489687, 1.3
52.75622474114352, 76.8251238321549, 1.3
29.01175987273132, 35.660262514063, 1.3
37.327860413236735, 46.27306474154017, 1.3
