xDom,yDom,class
54.3941602851,75.0701267356,A
54.6186032004,42.0731349542,A
59.5764020310,77.6872497315,A
83.5243911970,42.1972894166,A
61.2053306802,25.2024244988,A
24.3887893840,67.3224613217,A
65.8911295967,72.0802458717,A
77.2621923017,47.7025587550,A
67.2059525666,79.4302042355,A
54.0767224006,19.1509966254,A
55.2788978682,54.8168248334,A
60.1697753971,36.4477271684,A
61.9826395645,30.9057266790,A
32.9089218116,40.0910879891,A
56.8211080207,67.7446583827,A
19.8016628143,55.1640126072,A
44.6187859724,16.6410559650,A
69.0850690579,46.0569146523,A
71.2304914218,41.3349263904,A
57.5737762956,50.6769012297,A
22.0691561597,40.6599680542,A
54.8015596648,16.1134475531,A
66.9390306764,38.5417790153,A
28.4116794272,35.7021899813,A
79.0857782597,40.3433486764,A
40.4529570443,44.1701109198,A
46.7448192203,44.2859318552,A
64.5358696194,71.0305328482,A
22.3981369640,64.0609460922,A
50.7331298844,30.8462650382,A
75.4813178433,60.0629180478,A
35.4737477338,44.2272328858,A
47.9709700229,18.0884608339,A
35.5099412353,32.8098011684,A
44.0676916540,28.2667621751,A
34.7591943993,70.6742310832,A
18.1142509358,60.3384272635,A
34.8574494352,36.9062165878,A
52.6257015504,45.6314602166,A
58.0420773586,39.4706048371,A
47.3875581083,76.1211138863,A
81.7466102478,39.1438846610,A
44.9582201035,44.4927975933,A
72.7455579540,37.7227227238,A
48.8253673382,68.0960733625,A
63.5047639128,45.0056824770,A
73.4707100981,66.5598449938,A
22.8202442297,48.4867071430,A
41.3161716004,20.3095277179,A
80.3569603815,47.4517906791,A
50.1061893987,83.7745250009,A
62.5136027176,56.7584822176,A
27.7291538130,76.3566400343,A
41.2567508241,46.9041376223,A
63.8596076447,34.6054946917,A
21.1601231387,66.4784909272,A
56.1086287488,57.2709159396,A
32.8199102040,40.3880935579,A
82.3529274449,46.0901859249,A
33.5450446049,60.4967529794,A
58.9085952002,52.7642533020,A
57.7286309789,78.3755469069,A
70.5348459488,40.3399767530,A
34.8332965102,79.1333383854,A
17.0509805363,58.9262430499,A
67.0870171239,24.2053140195,A
73.2842300034,76.0899025532,A
27.1406231741,35.2471762172,A
61.9347707226,81.9638899477,A
54.4506008905,53.5081797120,A
37.3679013650,55.6924616943,A
59.2569262994,34.1902645200,A
35.8438576565,34.6607860522,A
32.5274192397,41.8526845287,A
38.4485647971,48.1265996594,A
48.9510167280,82.5998881648,A
33.0642521537,79.7114311007,A
72.1818487698,44.5066775849,A
58.6331307501,59.5048063259,A
45.5814977744,21.2655925772,A
70.8951431109,75.0213018208,A
30.3349322482,33.5839768703,A
72.1056926243,28.6280310813,A
49.0060027802,60.4913486704,A
27.4799008148,29.1789178404,A
