xDom,yDom,class
70.8161977346,39.2695985390,A
65.2158443451,30.6609680203,A
54.9376778028,58.5484310677,A
42.1025900409,20.7716854556,A
25.7641688578,32.4286476510,A
54.2294889594,62.1312622729,A
56.6327102135,78.4831193494,A
65.8100157977,60.9354294557,A
26.6484490141,24.7690392300,A
27.1308039528,54.4452190194,A
58.7783546120,24.8449178048,A
37.9929781819,50.2855834068,A
79.9175801967,35.8598099197,A
72.5538586920,41.0187848151,A
77.1406652181,58.8795498709,A
37.3228416325,40.7485446246,A
74.9195730890,55.9321381473,A
63.3737319648,67.4335053807,A
61.1360270467,38.3249067365,A
80.0575564929,56.9029125962,A
53.5647231973,25.2353669173,A
29.4446589536,26.0925674156,A
75.6376554426,47.1055364601,A
82.2867576168,56.7362394517,A
74.5226824073,70.8526870756,A
59.7532673315,36.8368039841,A
30.0434574650,23.0775117873,A
76.3948050311,35.3734356133,A
57.1460687893,30.4466622737,A
19.3058013527,37.8230934454,A
52.4238143660,43.1567618410,A
34.3685801338,70.3682065446,A
64.6976414372,79.1791787720,A
37.0643065634,53.2387986899,A
60.2492126139,76.1697600577,A
36.0125379984,37.3215645047,A
69.6749825852,64.0603767054,A
80.7920767019,42.2184096647,A
62.7557419528,23.9082334892,A
53.2316439338,48.3452753102,A
41.1215544989,36.7494521668,A
16.3936728395,40.7993239181,A
53.0944827261,63.9402850457,A
26.6994883148,75.5689828344,A
33.0460030942,26.8877017778,A
57.4830082772,62.3868976437,A
67.0857634893,76.3689097409,A
30.6800323749,42.0498575369,A
47.9999263164,83.6868943537,A
26.5330335692,48.7404356529,A
26.3745134461,31.5374098562,A
77.7668677715,40.7709241035,A
63.9088093647,80.6173025434,A
83.7471730471,47.3916327427,A
47.2909015660,22.6241890971,A
81.5501169125,57.0618972381,A
63.7757286813,40.1592102789,A
68.7596727762,65.7604892343,A
71.9704268859,36.1306432475,A
41.0736538884,51.6094945113,A
26.2131026079,29.7353592180,A
40.5636185381,54.1547533010,A
40.4952279566,76.5524211238,A
69.0549543291,69.9094236208,A
16.4435196930,41.7828604641,A
49.7078418003,54.3789513026,A
56.3214202877,74.1997276038,A
27.4036507824,53.1456902521,A
39.4458178472,72.6786743304,A
56.6115213031,50.2527005344,A
56.6362203343,73.3794813092,A
35.1990259299,46.6342563200,A
49.9591651413,42.7638496269,A
22.0961807102,55.6933925869,A
37.8155532600,73.5735043134,A
53.7403657227,53.9452955708,A
74.0624278793,32.9013993450,A
54.2358306838,75.2172605232,A
60.8434125053,39.9585778437,A
58.7383391142,34.4829234677,A
66.5174930252,28.3436898417,A
59.4269194684,73.5446784190,A
21.5101827604,48.6595240101,A
46.4280786818,83.1436337101,A
76.5736656494,59.3727575548,A
59.5872210350,39.5026464383,A
43.0822362028,44.1167204095,A
60.3953037540,56.6166573737,A
54.7593947337,33.0999678956,A
16.5298839843,48.6179092815,A
