xDom,yDom,class
61.9021795654,70.8164727084,A
21.2658943928,32.5890355839,A
18.1551962136,45.5313176762,A
67.6662667566,59.5514998706,A
21.9445609295,35.2142706070,A
44.8845784774,27.6191072020,A
34.0245610805,79.8073967249,A
66.0023565860,44.0709295217,A
77.1911436211,53.1072308483,A
67.5453371693,83.9998516894,A
23.6110877149,70.3186806769,A
54.4744289927,54.2878303029,A
50.4123225592,53.8598851750,A
30.6974923662,77.9346629282,A
41.6799830327,53.9792680933,A
30.3322471670,48.7883589103,A
56.8196675206,85.4619753173,A
23.5658298488,35.3283314097,A
63.4023912800,32.4693345244,A
49.6601813069,71.9068368635,A
49.7227508048,97.0480531743,A
93.1007684287,51.0951338047,A
51.5711461523,85.6957220679,A
24.6754451765,81.9206173883,A
87.2360698655,77.9380851095,A
87.8152330897,50.2375845124,A
31.8303634947,85.7499833853,A
59.6393500141,43.5853110863,A
25.6377866158,33.3338184318,A
44.9117135512,59.1436111574,A
87.8580902303,70.5796748750,A
32.9600693003,39.3927678643,A
77.6642428659,74.2266168733,A
30.4405719025,38.0095752072,A
53.5287803369,81.8100231505,A
16.3149329965,49.1861861209,A
43.0715870811,43.0097292952,A
80.8640029021,42.9934974036,A
50.1231710034,54.9028168164,A
84.3747412127,57.6528648224,A
89.0200725626,34.1528596837,A
80.3976902235,76.3460060298,A
41.6747125988,67.8607331761,A
62.8157753786,21.0646643063,A
46.8635037692,88.7385041301,A
73.9018328208,78.1363979348,A
41.6679129566,86.9382606993,A
81.3206185654,30.7779603731,A
85.1544774727,71.1331018918,A
55.2508108402,25.6490182193,A
59.9981904419,81.8753569942,A
16.9295844044,44.4760664221,A
14.8843151960,64.3234020535,A
41.8991712442,74.8207674258,A
56.2125391740,54.6061753340,A
46.1408350532,53.5509521933,A
85.6554637521,80.0468621532,A
80.7397883420,34.8677429463,A
37.9785297379,93.3015496164,A
64.3247828469,35.7041490733,A
44.5264017256,40.1078196205,A
37.7298682822,55.3828519732,A
65.0485886845,26.3925648055,A
64.9369024900,48.2655277343,A
44.9316570873,87.4566198739,A
26.7831043018,60.6113788830,A
30.0928580720,65.2512508097,A
80.5972580767,46.2307005296,A
88.0640285680,82.6941983536,A
72.5819230688,68.2698927999,A
34.0240308119,48.5881500055,A
83.2459159230,40.9713300436,A
27.3107478713,28.1968624353,A
39.2674723746,48.9601645188,A
52.4531539149,74.6120174671,A
77.7414554441,70.2289469390,A
27.3577934550,41.9815370981,A
46.8216861420,59.9211639039,A
70.7310059114,41.4586317579,A
54.3306349511,86.6099191629,A
