xDom,yDom,class
34.0829224029,22.6988021639,A
51.5705319864,21.1808637245,A
61.7757286678,58.2223680303,A
71.5153466451,42.5296270730,A
36.5156461035,72.3503424785,A
67.9278776759,61.5224696653,A
61.4968918010,31.8352753704,A
59.1493482459,70.6204930398,A
26.2095195686,39.8663141400,A
68.6870511557,57.1723505213,A
35.4615289237,55.6385068589,A
16.5827143722,58.7972659000,A
48.2018782667,56.1423602519,A
67.0658152090,75.0566276709,A
72.5493337690,27.0786950275,A
80.4654464381,47.3892541453,A
70.6566633523,24.7202009086,A
32.4955749499,38.6392239758,A
59.3431887065,64.7250306994,A
59.1091375903,30.9115915855,A
29.4100857181,69.3691227870,A
18.2910671606,43.8515905750,A
44.1714361991,72.9243907176,A
55.9269021484,22.6694430549,A
54.6806139711,64.9831225702,A
69.3189070631,79.1214456387,A
39.4318689435,40.7419409441,A
35.3757914928,22.9814210452,A
57.1338543153,23.1529266154,A
78.8356207597,43.2020534207,A
78.6793192674,48.2818559865,A
15.8803070355,45.1090393862,A
41.6836903913,74.1419084166,A
37.4880446886,37.2324438784,A
54.1917539242,64.0631632057,A
16.6023480886,60.1852400483,A
55.2357509373,35.3587170409,A
62.7701631967,64.2783513435,A
22.3052080514,65.0921378355,A
68.0913869138,35.5185865097,A
16.2429093616,46.4924072525,A
80.1411297856,46.5440615409,A
39.2449445010,59.7109540900,A
28.9291371185,54.9389893771,A
31.6235280969,54.7433437924,A
47.4157334937,18.8297251945,A
62.0391226409,41.3301341251,A
76.3764409463,71.1070301471,A
75.1509540782,61.9202657921,A
67.5094053638,38.8685780717,A
52.9537395280,76.5697248355,A
67.6856059970,71.0727222879,A
34.3985291659,33.8129908291,A
38.4223138131,24.4973461101,A
52.0085763528,36.5139757140,A
62.8696727987,27.4431008852,A
62.2110125450,37.4633789761,A
58.2422246815,65.1292363367,A
63.7002786813,18.5383916408,A
33.6614161833,55.0345718195,A
50.9957938363,42.1493942007,A
84.4356724711,55.1599517534,A
50.1052676196,52.7431494600,A
47.1366857826,38.3215123778,A
71.6984208125,69.2597548703,A
47.9009325092,19.8152293419,A
56.0629658488,54.1684160059,A
24.7689488444,48.8993458985,A
57.0984035563,84.1728857485,A
60.1959161389,41.0817943006,A
51.2049148730,81.7491132042,A
53.3115015895,15.2366044449,A
44.3771823427,65.3776660164,A
32.9518417181,69.3233531159,A
33.5628851107,23.0499687991,A
20.5008663475,62.7921930781,A
42.4467352096,59.6159895465,A
57.6759743822,77.2538005396,A
61.8154244442,54.1121355217,A
73.2890891602,33.1543183920,A
29.7942571946,41.8487730119,A
29.0129471547,36.5163890927,A
30.1630472964,26.3284564232,A
71.7245986038,52.0805423296,A
32.3221974164,49.6300234604,A
75.3463559621,47.1639399341,A
75.5386959097,40.2547100736,A
28.7726834298,50.0115737746,A
21.9859045288,55.9492359296,A
64.1100543876,53.5345501311,A
63.4594416929,29.7080128747,A
29.4560820285,37.9164337710,A
42.3677453612,21.1054601494,A
63.8652752244,32.2775215494,A
34.2486760227,46.0314383050,A
63.0639766739,62.4683873233,A
56.7607225768,83.8891806296,A
80.7294616763,66.3649208323,A
32.8605391828,24.5594880374,A
51.7780048032,81.0968187337,A
