xDom,yDom,class
61.9654849933,18.7067181033,A
68.2787552754,68.5762979630,A
73.4055449815,80.6812597164,A
52.5707190047,52.9973506996,A
30.4545899030,49.8857128930,A
35.2175480813,61.0601114008,A
28.8491859589,64.6528823041,A
39.3061085974,82.0559579980,A
18.0775571263,49.0807684473,A
48.2670089579,68.5222209872,A
30.7625099955,71.1929806584,A
70.0493124255,55.6559931274,A
49.8482284811,41.4041363633,A
56.6044423056,32.5301424472,A
81.7223568833,32.7426314158,A
56.2076476319,34.8339851503,A
91.7048413041,50.4817172627,A
75.0466291370,48.7884523056,A
61.0173089974,57.7856415045,A
46.1379561158,73.5207477560,A
32.6886591085,64.1670379842,A
81.8330783495,32.2529048615,A
26.2848349128,43.8810031701,A
55.0231264969,17.2695481261,A
51.0524915232,18.2418343409,A
57.7715456049,68.5429430974,A
81.5670714027,41.5223739632,A
88.3782147215,38.7934221431,A
48.2682697977,82.1526099072,A
71.1893212754,22.6199075313,A
48.5465524033,53.5558047976,A
34.4847730161,23.1429810633,A
72.4557278054,75.8254944754,A
34.3078067433,63.0093898557,A
58.7128531294,39.0731994135,A
20.9864918589,48.2973885190,A
49.2028770975,46.9212258710,A
55.0874324168,58.9835069822,A
52.1146704718,90.8817011247,A
60.7870123361,55.3149405367,A
32.3282299856,59.4151285089,A
40.7522507021,52.8790927865,A
51.0598696103,49.7735079939,A
25.7883789240,40.8251450748,A
86.2895331945,60.4143260000,A
36.0048157478,73.5707587076,A
50.9530818018,66.7052402720,A
47.7394678682,76.8044176005,A
65.3443840643,72.1259119516,A
44.9380857217,88.7724800431,A
37.9233164968,78.0945593529,A
43.5487041381,67.9889682071,A
59.6473117694,55.3004404793,A
37.5136031096,69.3734673552,A
90.1462252476,46.3663744595,A
60.5044977842,51.1544858837,A
60.6120606916,22.7329116079,A
68.7730095268,53.0033646232,A
74.6795847511,54.8662373598,A
82.6949407675,38.0350142184,A
42.0050383025,71.2491974688,A
31.8124748955,83.3651243902,A
24.7895628347,54.0769197402,A
54.0577172555,27.5588030086,A
53.8307196424,49.8968702552,A
64.2071252434,62.5089143540,A
49.9066489082,33.8392084807,A
37.0251269357,73.4903481515,A
43.7553715067,51.5237837344,A
37.1262679419,57.3237908110,A
30.4341694068,49.3959278858,A
36.9421534839,35.9204689863,A
30.6808725830,52.3623849562,A
83.9772141836,71.4898160626,A
60.4432882056,56.4123572365,A
74.6089957928,46.8682376635,A
33.4447448294,29.8367566258,A
43.8482660651,72.7161231402,A
18.0364673717,52.5041497121,A
43.9678495360,27.3365486666,A
34.7198899989,72.6927012950,A
41.8154190850,68.6320221303,A
77.3875795372,57.9681983749,A
23.8456859303,37.5096182056,A
35.0502805104,54.3649688917,A
28.5097905530,43.4854427987,A
25.6576469249,65.8253370764,A
61.9222219841,43.1408335483,A
35.9915391161,42.5374799437,A
86.8974447134,44.8264810305,A
22.4696620935,63.3554177709,A
50.3940649118,38.0106975840,A
40.2801855287,87.4986609628,A
67.3450104712,66.8998819747,A
74.3884553952,79.2679688172,A
62.2075299413,31.9304543976,A
81.1653523776,51.5950554847,A
68.0606059591,43.0273186715,A
46.0590363429,80.7879353956,A
46.0858354138,72.6178666285,A
42.2890933614,29.8371933762,A
60.0157065954,35.9626187241,A
51.7655392069,29.0450964045,A
43.4731215711,49.9786863839,A
65.4302620147,56.5051774051,A
39.3338742855,31.1625446295,A
76.4323388386,69.0009860746,A
53.2970631512,25.3507684365,A
69.5907090143,29.3374240508,A
18.0127378190,52.8189215935,A
73.6077573585,59.0091552269,A
69.6984370256,79.2549341027,A
86.8737724410,66.1863088846,A
34.5225799744,60.9395462783,A
27.1390389056,53.0132442018,A
37.4988794220,53.0218659365,A
35.8857456922,79.5694364819,A
43.0623153880,42.8662805887,A
28.7185606952,35.6828134333,A
53.8724298622,62.1746118998,A
89.6928050529,49.1647464209,A
27.4757222076,46.7045132284,A
85.0753342769,32.3255933076,A
50.7157083279,34.5342754140,A
35.6417982875,40.2223013812,A
45.4843548363,22.3954918499,A
78.9375065958,73.8971893003,A
62.8272665884,19.1597731786,A
67.6277723875,51.5534328849,A
16.9871055976,54.9366749535,A
45.2200111942,88.3482729548,A
57.4998241426,81.6317580568,A
37.3607105939,47.8556591852,A
41.6148231144,68.5896389670,A
36.6709554016,53.2871798743,A
52.5399477955,21.8182675136,A
77.5117875696,67.6818541638,A
85.1825689430,40.4525341889,A
85.7972360889,45.8598560351,A
77.1974104124,31.3820160504,A
