xDom,yDom,class
38.2670770313,55.2119886049,A
77.4324805023,48.8036081645,A
15.6328381163,52.9318059537,A
70.2651225773,33.4913881052,A
68.2644498728,32.0268559463,A
58.3613115340,18.0140849648,A
27.1780337934,29.8795960438,A
33.9756394758,80.8224605203,A
26.0838238871,43.4579047678,A
18.0397720277,55.1180109620,A
78.4037563506,59.7104227369,A
41.5714476748,78.9966706710,A
32.7377474198,20.3591227411,A
65.7139702925,44.0229687011,A
63.3937117823,80.2467331292,A
35.5525092774,37.4257015284,A
57.9988126125,19.2658491294,A
78.4922627396,59.9641757476,A
23.1810627419,64.3427201452,A
54.1866625736,57.6823996480,A
58.2973264040,18.2176186486,A
67.2498982948,43.8574259662,A
60.1472839817,17.2861517290,A
31.3390040049,58.2011552766,A
53.0012656158,17.1835552788,A
79.1033697871,59.5225864450,A
61.7418895979,47.9775117065,A
53.4862285853,42.7549563106,A
30.1233869011,63.1381750502,A
27.8006018037,40.8293484724,A
36.0256686495,26.7685700573,A
28.0766681411,47.1183211737,A
55.3467544108,54.6440429986,A
55.8149032145,66.6663718513,A
27.9832191344,39.2113064969,A
43.3919507806,57.2654416244,A
60.7436583466,19.7960781162,A
62.5367347478,52.1661978720,A
73.5113776104,29.7322039903,A
28.7356009964,54.9164370411,A
52.3602860440,46.7828445298,A
68.5706699903,23.3938938581,A
50.6713791804,15.1769867719,A
36.8276649949,61.8742199540,A
44.4566881419,65.7716928189,A
29.8757310788,66.3920437466,A
65.1392096509,46.0451000674,A
60.2675102129,43.9822430017,A
56.4612346440,52.7288460062,A
28.3701261070,37.8642787382,A
29.4760365304,57.6288850075,A
51.4514632018,15.2149153709,A
49.4640266968,33.0775249664,A
23.6531704476,55.7757069189,A
43.6544671610,28.6901971323,A
56.3472228308,79.4313276466,A
50.7547400743,69.4412464793,A
61.8952614086,65.1710353874,A
65.3805131962,22.8119778338,A
42.2475708197,50.4171316574,A
61.3353414587,59.1891154102,A
63.9316670346,46.4729978175,A
75.9935100166,53.1414615410,A
52.8007637651,55.8515375967,A
63.2153751884,28.3050936049,A
60.1091405284,55.6603270988,A
54.0628456363,54.9724379075,A
75.6256620497,46.7754514448,A
30.1186764787,64.4366484201,A
48.5019579172,34.0044751916,A
69.9446413755,32.1490749622,A
55.4980530709,59.2005610550,A
44.2638351300,76.9020247800,A
49.2385138621,18.0883865626,A
45.6398131477,68.9212608687,A
54.3695789362,68.8462773861,A
37.5617176996,35.9516875579,A
34.6021299422,27.5956329638,A
52.6482571946,48.5148352952,A
79.1300843885,49.1041586955,A
63.8406265652,74.9846729718,A
76.1546556794,38.5837151411,A
19.4759549081,64.5087158214,A
71.5574707314,44.5097554795,A
39.6080262665,53.4267844570,A
57.9960048517,70.3953728426,A
24.8042942939,35.5489725049,A
74.9516869039,59.0949620318,A
76.2785994798,40.0094995993,A
65.3321582655,28.0510588006,A
64.7726635403,37.0579510493,A
61.9671265730,51.5815804989,A
41.3555957367,32.3662214759,A
76.4893375734,72.8003241760,A
71.0462558768,67.8565222154,A
46.2610015916,78.8625398759,A
56.9278220687,28.1082339796,A
39.4797181887,76.7617603288,A
43.9322456660,72.3188926471,A
69.5459651674,23.9256994866,A
