xDom,yDom,class
29.2342209977,39.7770042026,A
48.4654568300,75.2864248458,A
43.3962798612,31.5057186190,A
53.0070797369,71.9849360925,A
54.0466943537,66.9010201250,A
56.5398853004,30.6412719993,A
46.7669325856,80.7892218378,A
39.0813487663,23.1956425263,A
73.0035872085,45.0350926462,A
69.9138609094,26.1431051705,A
54.8707049967,33.9263446542,A
53.0680093437,34.2019141167,A
48.8304132904,37.9744457143,A
42.8464437509,42.1241604947,A
65.7703613164,71.6624361231,A
59.4116594272,61.9463328626,A
57.7731159976,41.8353369470,A
18.8194553365,36.4092057983,A
38.4596908286,48.3516526537,A
34.2355071259,77.2143919068,A
73.8796848816,38.0079209892,A
38.4075723837,64.8161628746,A
63.4130904393,51.9511251637,A
59.7757257419,60.6271365680,A
36.6357795283,57.3113165518,A
63.8497319079,32.9029693732,A
56.7590173410,71.8194051557,A
56.5374656579,51.7390111990,A
39.2241592045,43.7814190690,A
57.2978773870,64.5339965677,A
31.5870913037,65.3701511226,A
70.1864293811,36.5029581134,A
73.3059680368,33.3684703271,A
21.0309626117,40.1308192368,A
47.8126812706,22.5701601485,A
61.1746268694,43.1120469244,A
65.3248916946,58.0003452452,A
24.8991591300,25.9547711060,A
60.7430268823,19.3193400868,A
69.4226002389,67.2883908094,A
32.0185511444,64.5137457506,A
72.9023704528,53.6723255956,A
40.1668935374,28.6517278475,A
55.4412427054,63.3185566836,A
24.3264951669,71.1732147855,A
72.9763584543,55.0225562274,A
15.1115589191,47.7003858085,A
43.1593815350,21.8435318514,A
70.0390687471,67.8229946158,A
39.2681862737,70.6005821143,A
57.1190755711,49.9424281065,A
32.3388197359,53.1827909188,A
47.9743159174,41.7827416100,A
38.9278169686,69.5796945779,A
20.3943889711,47.4705795279,A
56.5353962174,73.5093593563,A
46.3147143858,53.1408770495,A
37.5126816356,40.5046323335,A
18.0011808433,43.7260339026,A
42.9926985890,63.7240729213,A
80.0275365786,39.7295586723,A
49.4452638919,79.9175463554,A
51.4257044306,57.6793717195,A
35.1468216193,59.3047905046,A
77.1523364291,59.8233247552,A
38.7663237635,39.7833501617,A
64.6464887105,44.5466746581,A
15.6113764401,46.9623934223,A
54.9361927336,52.6001068239,A
53.1043939803,63.0273110529,A
54.4995476477,80.0996038416,A
42.9509229790,36.8274192109,A
82.9545744986,60.4148805811,A
43.1010907136,64.2761293890,A
43.5045465066,16.7669614983,A
64.5686803232,36.3134522728,A
45.2917785465,64.6591256346,A
48.9697351141,75.1080281546,A
27.1588947291,64.6952439771,A
71.4642997526,53.0077188898,A
43.7688447550,16.8621044102,A
32.3431678457,77.1150635163,A
41.7579163046,37.2068050654,A
34.1922672981,45.2697348064,A
43.9379490662,36.9102430251,A
28.1821187880,74.6348307759,A
41.4942180327,83.2753778635,A
40.5723578616,49.5994710674,A
43.9728970112,51.4887538258,A
80.0500710687,53.4536947937,A
46.2737664596,34.4894965143,A
30.4728947652,72.8923755698,A
33.5626121036,59.2288021866,A
48.0929733252,79.7801446472,A
38.9330784876,81.4874184279,A
50.7005369473,70.3489159364,A
49.9087047545,77.7355423629,A
52.8805506134,60.0755422090,A
25.1110680442,53.2092823918,A
45.8809114521,39.4121103428,A
