xDom,yDom,class
71.5081493778,45.2415739072,A
66.3735099481,44.2038617007,A
66.8350031634,49.7509772702,A
26.2408826731,57.3858322907,A
49.4010565105,21.8376873567,A
51.8311888398,79.6224285007,A
77.5093104538,58.1897955292,A
36.7022625605,33.6034178457,A
53.8284159610,33.2086223222,A
61.2541697552,53.1476920432,A
61.5755619181,45.0935810145,A
28.4542436275,30.3960365087,A
61.2212468627,73.9803143004,A
48.6541786749,50.0402292647,A
19.6238603015,34.1475502899,A
60.0000813225,58.2325504342,A
79.3246291243,48.0801575770,A
29.4065790311,25.0457291553,A
48.6241856326,24.0556370581,A
53.7207566588,50.4235471195,A
47.3393382317,52.5550992049,A
80.8510530810,43.1092097747,A
71.7284959417,74.6064535183,A
52.3485968538,45.6445758266,A
50.1728223772,59.0892483003,A
15.1312026465,52.2720436536,A
63.5915268118,26.5173880791,A
58.1950183032,16.8314766676,A
65.5050363221,32.7899186846,A
73.6515215411,71.4893988249,A
54.2711448178,50.3139704561,A
71.9624309534,26.0072073680,A
83.2076031380,57.5938999783,A
31.6898538581,21.5557476563,A
70.7401037550,76.6551935101,A
68.7480141893,56.8404120059,A
67.0806842807,65.5175436719,A
34.2135856770,47.2658177872,A
61.8349517152,80.8746498609,A
20.6558985752,50.5522975619,A
58.1895222617,81.5316168481,A
73.0749217246,73.4864606284,A
80.1141775441,55.8810307740,A
50.1323454064,17.0216225807,A
43.0709763415,72.6520527407,A
58.8438002401,38.6965858582,A
37.7480263155,30.5428755574,A
71.2189301558,60.2941661763,A
29.3549948421,28.6693731958,A
28.6830054007,23.8503965886,A
46.7065165763,57.7594116778,A
38.6539345578,31.5923509714,A
44.4343357195,72.7956082442,A
72.9741615978,36.6502675194,A
30.5852631113,62.8191239726,A
65.4921564988,54.1828569680,A
71.6294100155,74.9779968730,A
60.2734203943,17.7300225968,A
50.8310024547,58.0077109439,A
83.4450390109,52.6194638036,A
33.2951306296,39.0189047998,A
23.2763636757,33.5311403562,A
67.1484231929,47.8775646687,A
69.6706266349,55.6289119662,A
76.5669296759,70.0623136450,A
29.4941367409,61.7870555110,A
28.7148333614,43.4660675760,A
68.5633263464,60.6878389914,A
50.4616166757,26.6677586549,A
66.3340908778,27.5414108494,A
59.0231929077,54.8477690736,A
73.4054969888,75.3623840846,A
74.0702832056,60.0578370040,A
77.7908172801,28.7639188235,A
78.0603641458,61.2487031480,A
80.7958026666,53.5857160397,A
50.0975710339,67.6632167314,A
53.3153174130,50.7568256401,A
69.7094234928,22.3294613860,A
54.6618918400,82.9149455845,A
57.6223949375,27.8623706015,A
46.8086119732,38.2863691178,A
28.9200613212,33.2507728653,A
39.8493465777,37.1088153605,A
40.1908153477,37.3693024952,A
20.9919052390,49.7204363127,A
43.1916596651,20.3068141776,A
53.2890806614,68.3898824238,A
78.1651215602,50.3419751414,A
59.6997474926,40.3082537188,A
45.9307717753,19.7710648851,A
81.6674912550,37.8709065104,A
45.6332775008,58.3211423838,A
44.5674690075,33.2624380946,A
38.3457931002,44.3330048126,A
80.3309267587,44.7802639415,A
62.3699880455,70.4958460414,A
35.7638884103,72.1820749516,A
