xDom,yDom,class
47.7685370444,78.1334200792,A
24.4469849336,71.2756330987,A
37.6327674779,55.5934826562,A
32.7785966920,31.5717667978,A
68.2274573674,31.7392969523,A
19.7023226749,51.3197104335,A
69.0281643801,19.6240480692,A
29.9656289804,39.3140083095,A
49.2868030676,83.4770175047,A
81.7248205722,59.0765462142,A
52.0306520669,32.6930184949,A
58.9282389521,68.3266984630,A
31.4007279316,63.1374778255,A
43.4809012665,73.3654399099,A
81.8270057342,44.8423132351,A
55.7655207230,27.0552574593,A
36.0824391544,45.0174856567,A
67.6824157480,58.4628742250,A
40.8799470467,58.0841101190,A
79.8104211685,59.6542373226,A
47.6605022629,57.3211786601,A
80.1342234202,42.1105313494,A
33.3936742678,29.6409622704,A
65.7769440035,37.8504999320,A
26.0242193864,51.9215108977,A
82.7542258468,40.5407212906,A
46.1009657801,46.2497973155,A
66.4137896059,58.5548062666,A
35.1762008930,50.1540452987,A
30.8494346333,65.7547148590,A
29.0341348759,66.1639972947,A
59.0638349573,40.7265617747,A
59.7946919301,42.9032812222,A
40.9048884196,17.7738193897,A
23.9600332200,40.2125352720,A
81.7692382699,62.3267191179,A
34.5850200279,46.8421371049,A
18.3714509838,43.0562063196,A
30.6129564999,46.1261760702,A
60.8402314272,34.8080658083,A
22.3443675997,59.8451868551,A
52.5629114199,32.6204850497,A
24.0106441315,26.2001675504,A
69.5036966399,34.9212079706,A
45.4880673735,38.5431467649,A
72.3746036606,38.0075386963,A
63.3559723295,42.8158534835,A
28.9272546991,76.8535211800,A
66.9530323660,79.8707457631,A
71.8563121686,37.6147595423,A
20.1684001346,44.4574118090,A
37.0559613538,47.6463683874,A
24.7064651682,52.2736457672,A
27.2112038274,61.2332072523,A
73.4811371840,43.4713455665,A
56.5824417265,81.4226682824,A
14.4056504870,45.7148595179,A
23.5869819271,66.8322971811,A
44.5558305288,68.2900268564,A
63.8619819617,81.6403098435,A
75.0073505924,46.2381613568,A
41.8890605140,22.6996790800,A
59.6066413322,29.1620823504,A
55.7626700812,31.7278514989,A
83.3852023102,52.3995213126,A
19.8726840070,36.5409591383,A
69.0670759587,34.3245693649,A
24.3243840635,33.7205096839,A
65.4486369590,65.1239777189,A
71.4298911347,45.1794091312,A
51.4604830172,29.4234837204,A
77.3150212482,44.5484544537,A
27.8064005364,31.2915032121,A
60.7118451898,46.0861647919,A
28.1480319011,77.8317041828,A
14.3814946540,52.7282039883,A
77.5900932142,28.8847475489,A
39.9209362094,74.3515484667,A
73.9727890791,42.1753956835,A
54.6750496506,71.0772778229,A
65.5650175882,79.8259397956,A
47.9035358585,58.6853519247,A
18.2148625135,40.9429305192,A
47.6679109944,55.0737495866,A
21.6099562622,47.0902941248,A
46.8323025989,28.1762786508,A
37.2806996471,37.0792611636,A
51.1490561426,69.8006212298,A
73.7791823550,41.9746472326,A
45.3227523445,61.2714085564,A
22.9076120271,60.9775794432,A
80.6102065855,65.3432983784,A
57.4130591186,46.7611896139,A
74.1418364656,73.2391590651,A
53.1111457584,49.4310040776,A
52.0038367561,66.1628109989,A
22.6927055284,54.4902947852,A
26.2368566840,75.1284557279,A
35.4567172946,62.5689619209,A
57.5349369969,62.7202070396,A
