xDom,yDom,class
64.1335207898,54.8780628569,A
46.4283040454,34.8600705213,A
25.1995114940,43.5701056170,A
78.7559567094,47.2390069851,A
53.1523325426,76.5727931209,A
25.0595538515,44.5483138005,A
73.7187530096,38.0492474384,A
29.9913021428,31.2925974057,A
59.8381280388,51.7276613886,A
29.3969616424,47.1275831887,A
36.4175206381,58.7815220751,A
63.6382794654,29.1094208359,A
74.4236375483,32.0391790926,A
55.7143326787,30.7732450927,A
36.8054218224,41.9575290189,A
29.0765381429,61.3173105552,A
61.6259104557,73.1962910736,A
66.9847817981,37.6145434956,A
58.5677910577,75.8538761500,A
36.8301659358,22.0041032883,A
23.4076881431,44.3427872559,A
29.6980253141,59.8921440723,A
75.0346927150,47.3963137395,A
37.2437415419,37.1349172159,A
48.4901133163,77.1914169461,A
67.7394692098,61.8327218410,A
61.7177795048,61.4762845160,A
65.5126352432,57.1342591890,A
56.2172598286,38.8007595888,A
35.3522582695,41.8926659664,A
59.9881126168,61.9238933010,A
51.2577247332,58.6772676259,A
51.4321240024,77.9338915788,A
36.8012709209,62.4876146199,A
42.9800289703,47.2935646014,A
35.0712141546,37.3352736454,A
67.3633456599,58.1223162600,A
49.9534554770,61.5596841271,A
23.5574101465,34.7737871460,A
74.8410244513,61.4038278988,A
21.1792854373,37.3275817049,A
58.7918604175,67.7577667388,A
71.8000071597,63.0070254368,A
18.6766175989,53.5466568868,A
20.9806899481,51.4542056683,A
29.0129186913,45.3452984804,A
45.1551954106,77.1457832924,A
63.7258461220,30.1903152543,A
43.3245688037,74.9071754951,A
20.8731779126,57.0372958917,A
56.3307377082,36.8918391698,A
53.3184217200,37.5611646165,A
70.9386767715,64.9234568306,A
42.1567823784,33.4535760575,A
62.0254029970,69.6037104831,A
59.5672852030,78.5792616142,A
51.1564602474,40.4805938397,A
39.0364978682,34.3778093835,A
52.1837411916,52.5712919688,A
22.9265808192,63.2210213019,A
28.8622955736,35.1887002533,A
34.0050957471,55.9073918316,A
46.9085173637,46.7257006981,A
53.3029531291,49.7636540869,A
68.3794711308,72.9938817156,A
59.5628088501,49.5313318733,A
75.4431342576,49.2030978052,A
27.9072405453,64.6616179195,A
24.4477433285,39.2852641654,A
73.8049875930,42.2107744471,A
67.5029175608,66.9528303173,A
44.6518522157,29.7512710554,A
28.1831886575,42.2089155153,A
36.9152553665,34.5035917288,A
29.6429604031,60.4335949533,A
53.1312740388,67.8530502691,A
69.3072017757,66.0713762450,A
68.6424109840,25.5583527345,A
43.1712486649,51.5058298984,A
51.9388184720,61.9900913941,A
52.6422408181,79.2932753652,A
50.2618131568,71.3733549748,A
51.8853772702,54.9944364791,A
42.8826467697,71.5655627127,A
58.2555890235,60.9110335215,A
63.7439161915,38.7068405483,A
74.9819209672,63.2004808491,A
31.0038386648,33.5839583980,A
70.2398416770,34.9510972496,A
42.2500003399,57.7525047959,A
21.5784537021,51.2057361171,A
53.3213027002,42.3219981769,A
49.0415214567,19.8200631257,A
31.9660971509,36.1186052014,A
68.8005513194,74.0265386402,A
75.2315736893,53.7303413761,A
36.7525168785,46.3212966271,A
38.4254759281,59.1519737542,A
60.2754531845,25.4118623988,A
58.1979763023,40.0249736372,A
