xDom,yDom,tendency
66.48708058218858, 65.13295869948145, 1
26.273403060911786, 28.411188506311795, 1
29.463708330055667, 33.85738254671146, 1
51.0676397929883, 49.59570259347361, 1
36.298693765117804, 32.92691472911762, 1
5.99594945140816, 7.279529781417101, 1
50.17420701327289, 43.313043677691994, 1
31.632110834723843, 31.854594760626405, 1
62.30966316930094, 66.45583517073004, 1
64.27893047662815, 70.69247455021124, 1
12.811820103003743, 13.662834282544544, 1
72.04139355813587, 76.34226922761279, 1
86.50278575961806, 85.78010355168519, 1
42.07757152611964, 44.68711626797068, 1
14.299340156700804, 11.698329759970896, 1
32.98531602911193, 33.88100242403879, 1
9.68607420325591, 11.417132146824873, 1
36.76077327834375, 37.282055760279384, 1
28.83063164359066, 24.59248217540638, 1
65.33809864808089, 62.678366606660944, 1
23.33835522428451, 31.955131736907703, 1
81.02697246509392, 87.12636840514432, 1
43.56981700918313, 49.81004485075346, 1
32.60090926297306, 34.19906923943341, 1
61.59243469246177, 56.202267293945454, 1
11.933384161181623, 9.583829900219314, 1
33.422893866682124, 37.13278704383275, 1
8.791962700572643, 1.8851040032247264, 1
55.86900333089008, 57.21855348763587, 1
45.946371225138336, 51.13776219431415, 1
52.93119690838475, 51.850213316978206, 1
31.46919380507683, 32.688579628709846, 1
8.29207479342615, 16.819778340764998, 1
92.63961021392313, 86.99972247599541, 1
19.770868460288114, 25.604307962109488, 1
6.900740693434783, 6.374332134714337, 1
29.384458070092435, 34.81918329573834, 1
21.799127444955523, 18.627612829218975, 1
45.80799751718542, 46.25836859371631, 1
63.43136744771302, 62.99773861783531, 1
6.226156407351645, 2.7724384436275917, 1
62.472383186759515, 61.86573786141691, 1
12.88585765394054, 9.926697171429545, 1
31.781555705274332, 25.440020281006728, 1
47.7897244874232, 41.887330658257625, 1
9.166259876588963, 2.813708493449669, 1
33.34865656335932, 41.31580636386462, 1
5.47227347903527, 0.20463400704156598, 1
11.108990769723619, 8.170845347520189, 1
61.29152328493803, 58.0240598503099, 1
