xDom,yDom,class
9.7834069303,36.7591088555,A
56.1239791343,9.5762742124,A
64.6196318712,12.3920059252,A
75.5401483518,43.5718842247,A
31.8158856020,23.7734967750,A
77.4958569322,34.2113360628,A
19.1336532888,57.2425833501,A
26.5413369729,72.9579870892,A
5.5041168840,34.9012194749,A
17.4219974056,13.9596284350,A
31.9293764333,72.8892914773,A
66.1078630376,29.2995577592,A
36.7659781214,50.6759738875,A
21.0794013680,48.0703119194,A
34.7729716716,56.0344467334,A
49.3493724701,66.2089100831,A
56.0078542030,9.3733936856,A
48.7595426351,24.8902583724,A
45.2299448232,73.9606410531,A
6.7032679627,42.3944431817,A
24.1789031051,73.9576748928,A
63.4619536385,67.0498295271,A
33.6885928820,38.3426527907,A
69.2446973656,28.7208372754,A
53.2114499036,12.4758261916,A
49.2556639618,59.0727500872,A
62.4850648108,53.8471283006,A
29.9094026323,7.7679331286,A
51.5170931587,48.2762561737,A
68.3552676195,46.6693653435,A
45.1669143063,11.8361183066,A
51.3857169759,60.7750346256,A
68.9161305678,30.5379956153,A
28.1541144590,54.5479158760,A
33.3781707660,6.3603039902,A
65.3826448173,26.2126370537,A
38.9122452650,73.4327800214,A
18.2869382472,30.3286464937,A
44.8693470241,53.0823997298,A
54.3731308171,37.6189133510,A
12.8644470955,36.4266407174,A
47.1713973343,55.9319468324,A
76.0646548128,48.4117258514,A
51.6012605625,75.5469015016,A
43.6018909710,36.7969855723,A
5.9295050462,34.9098238882,A
29.0768752657,11.3165357218,A
59.4612945670,68.1670203103,A
7.7817968603,53.1371277905,A
23.2346745761,53.5346732785,A
25.8003079171,32.3255322112,A
14.5179459899,29.9860494128,A
47.5684495518,24.4741436611,A
29.4296920165,50.0301874919,A
10.6545952192,58.4642391941,A
22.7651150902,71.2592246441,A
50.1421842598,22.3113069041,A
27.5843663891,72.3083266500,A
30.1554752839,41.2989685981,A
8.9761102517,45.6044639378,A
73.9326681175,33.1046090781,A
13.7913353858,55.6960110279,A
10.6439937176,19.3272364333,A
43.8152329188,7.8577740905,A
31.6206582384,48.2317652454,A
11.8765428149,65.5440064248,A
52.2636580671,18.8588668402,A
49.7878162901,45.0127426289,A
51.1916062939,5.8737314739,A
37.0641983593,11.0280563369,A
37.7773900904,47.9813417292,A
50.9267228478,33.0428290472,A
37.5154344855,46.6502822959,A
17.4673322760,32.2593959321,A
53.7701541316,52.4541269361,A
63.2908155135,27.6474789243,A
56.7700130803,68.8457966364,A
5.0735543435,37.2906040376,A
64.6925148451,26.9641564172,A
57.5946450184,73.5348441004,A
29.7290839093,7.5367347531,A
32.7228696271,43.0245599317,A
55.7144861915,71.3552183721,A
39.4154804696,62.8274832437,A
40.9402242112,55.7556709389,A
52.3524772297,37.8829346816,A
36.7078548720,11.1725438259,A
65.3379864684,15.2283383706,A
54.1312719577,14.5174380375,A
27.0202655256,55.6993042532,A
35.3644895619,33.4827884694,A
41.4753821711,30.8992166753,A
48.2891133978,38.5536815235,A
38.5355095685,2.0354451354,A
37.4272716644,5.8400899309,A
61.3840251289,52.1090917200,A
42.6362909646,2.6559407353,A
63.5601821090,53.5127849559,A
33.8969172796,43.3572588937,A
54.3577021641,58.0467027636,A
