xDom,yDom,class
62.4787328187,68.6767715254,A
60.4967175106,31.7881459613,A
47.9591780768,33.7677686270,A
81.8520153314,42.8417576151,A
68.4750253196,34.3253654664,A
42.3471324930,57.8696336037,A
67.1649330401,75.9205255673,A
28.3707077448,23.8663166958,A
23.3498726331,37.1068626581,A
54.9795584541,62.1944007216,A
62.2760362261,81.6686745581,A
47.9319644671,40.6682752148,A
63.7603013813,37.8110608019,A
59.0107611830,54.8529484241,A
64.7866225538,58.2237482101,A
31.6413771851,59.7202864166,A
41.7959793010,35.3082470192,A
74.9567299118,42.2127815864,A
41.9965775050,17.2261157152,A
63.8937079733,29.3301763753,A
62.0627088084,68.2246789315,A
64.4374001217,51.7656499274,A
53.5864521899,46.7402407153,A
76.5219364747,29.0530978722,A
44.5499592654,71.1015349021,A
50.4376307545,34.7745487200,A
59.9072173488,36.5255156898,A
50.9395113985,61.3167974063,A
45.5770031909,44.6824920513,A
38.6675344186,67.5000235693,A
45.8091140199,17.3681328035,A
76.0240663620,34.8653829800,A
26.2131272397,73.8105730094,A
71.7856207306,74.1083940214,A
61.2691170021,44.2241951457,A
29.0696045710,26.4815568247,A
46.1671285517,59.1212342329,A
73.7929312728,47.0693980364,A
29.1556011711,76.4404702711,A
77.2540722102,47.7633802359,A
28.1773455445,67.8560316533,A
61.6250249345,36.3802183508,A
70.6167583109,71.3627775853,A
43.1690937071,38.7078074400,A
63.1113697674,55.3852830722,A
73.2015084580,58.9181101467,A
38.8336527436,38.6123137270,A
72.5659258389,55.2251981573,A
42.9126185472,31.1896279396,A
74.6789632828,68.1772747750,A
46.2524024470,26.0391137933,A
66.9677074151,38.1452644082,A
55.2792108500,52.2255312202,A
35.8526512216,70.1026724285,A
42.4508417631,34.7783435124,A
38.4757537961,20.3236754906,A
77.8717239862,51.3237662503,A
55.7102312889,65.6305386328,A
29.9149497391,63.9853577687,A
58.3737903740,81.0638694093,A
46.1952502387,62.5129297608,A
54.0824459914,46.1326685975,A
55.4828807671,57.9722152668,A
81.7153708325,43.7684105217,A
75.7341533183,63.9435649482,A
50.1725141135,30.1131424093,A
63.8675387719,79.2005980285,A
20.4459699081,56.9727968253,A
71.0860972681,63.5102697935,A
44.0663538489,68.0703283946,A
30.2278066047,42.3582532554,A
46.5741937807,17.9736639373,A
82.4379925942,58.5425023214,A
70.6286218737,62.0213062092,A
71.7456618057,74.2338381502,A
55.4798917705,35.7250781465,A
57.2240332263,22.9232424363,A
51.0764828071,68.9844703889,A
19.5416930929,61.6551638994,A
40.3963745811,56.4381453887,A
32.3411694231,22.9545244636,A
78.6891364598,67.5783522209,A
55.1158958601,76.9089935089,A
74.6478857255,68.6831010734,A
78.6825644347,66.5310717933,A
21.9592045784,43.1818590060,A
61.7156999482,65.0284456058,A
18.2782222345,60.3934873512,A
52.2967121202,45.2478868804,A
35.7322307645,72.9516435871,A
57.4332766261,47.1539252834,A
34.6096174685,55.4064059958,A
68.9764730712,29.2364045149,A
38.9038370675,19.6750259376,A
59.4485387553,63.2841242639,A
79.5273986440,44.4673025702,A
72.0719855943,28.2203954982,A
40.4043158663,29.3479691496,A
17.4274646703,42.7083549899,A
52.0878056122,79.9794958760,A
