xDom,yDom,class
65.8679957805,94.6198705143,A
39.1167567712,79.5457236098,A
59.9290650330,42.1081458113,A
55.2383017972,54.9955078304,A
7.5297126936,46.1917920311,A
79.6301265113,79.6188664143,A
52.7062502427,55.8138009600,A
77.1109144465,70.0039896623,A
11.1636791907,89.4249168715,A
58.7260951283,68.7341609973,A
11.2903229294,34.2205341396,A
26.4007905241,84.8722475729,A
54.8842683451,49.8307370155,A
15.5606410338,96.9436587119,A
39.7968847738,67.8958096770,A
42.7530868189,65.1044526202,A
54.7691338401,90.5131989835,A
4.2780751748,56.8767586915,A
49.5795342894,76.2173033671,A
53.0207750259,65.2751373847,A
64.2779460716,48.2841463629,A
15.9657311858,75.8563659990,A
11.1205991241,40.6892250132,A
38.4024502823,80.8585852388,A
57.1618190796,78.0748180769,A
36.0281247736,43.8495615172,A
47.7887542782,73.6397712802,A
49.2182801289,99.9845484534,A
54.9594955261,24.5053508722,A
41.6633924206,55.3475455754,A
0.7682369849,69.8507505675,A
53.1061749011,83.2078064690,A
41.1434550163,79.1246574092,A
11.4434844792,66.7070715252,A
43.3872931950,104.1815471381,A
27.3155269046,40.5901424186,A
44.5075340957,76.8175056718,A
31.8811725100,75.4653102100,A
84.2367743417,56.7493463521,A
22.9422780028,61.8218405637,A
13.5306734780,49.8799511183,A
18.7905368808,52.4845124335,A
53.2423701885,73.0333557588,A
9.5061758610,64.1585771638,A
30.7838948125,45.5649454111,A
19.5778738934,90.1729748608,A
45.7852163273,25.3166032217,A
20.1041953604,92.0565685651,A
67.8224111882,74.8128291780,A
7.2654282090,77.7834822174,A
76.6400963980,69.2224643886,A
64.4419082796,90.6461524319,A
32.8339898525,76.8268696982,A
1.9937296614,59.8457647386,A
66.4244929526,59.0192530414,A
10.0332523477,66.0717471092,A
14.6541740935,94.0523772672,A
75.5274496157,82.9552489577,A
37.7747785923,69.4172641083,A
33.5269081581,27.9390459908,A
17.5770248446,57.9711369523,A
52.1163045872,75.9727986303,A
59.1649347386,57.1243127887,A
81.7273077344,77.1965977813,A
55.4746101895,63.8739167444,A
10.8541656775,91.9124530096,A
11.8593775529,68.7187752917,A
27.0044907537,101.7206179144,A
64.9745534842,49.6280378418,A
68.7696287846,94.7962972134,A
81.4448853680,56.4803925075,A
70.0669601190,84.8220017253,A
71.9298307298,83.0142778300,A
53.5437336434,44.5796725969,A
38.8094152001,34.2399141699,A
44.4559250092,26.1645626073,A
27.3136250161,61.4244236108,A
56.3155759462,102.0697489800,A
37.4747770881,44.2542216370,A
44.8802173717,45.5130796603,A
51.9513446078,52.8077958483,A
63.1783568118,82.9759445258,A
24.5636148558,51.6829123254,A
41.6131951000,55.2180068729,A
9.0335924414,60.3003205614,A
72.2292323318,77.4885839842,A
61.6004517350,101.2730791669,A
19.2602244960,40.8478105050,A
5.5465757409,85.3979979311,A
28.5697670229,65.3472374537,A
25.0790839838,24.9763179109,A
35.2743720736,96.3340201545,A
30.7759796108,92.2498959989,A
74.7698921173,87.9588758196,A
80.6810000904,73.9366007582,A
65.0931873849,68.1676132574,A
66.0345335885,99.2613149376,A
45.1913703472,67.5662225591,A
21.3123968297,76.8914729360,A
51.6609045307,68.8758233731,A
59.2290100503,52.1672365398,A
19.2946515255,51.4228758960,A
16.9321342184,59.9045237349,A
49.3326117601,82.7091141833,A
42.8128866199,25.1715711948,A
49.6736008408,80.9883104785,A
10.9186741188,41.1320610087,A
39.0244664321,31.3486068365,A
12.7127569062,63.6111373904,A
18.0951119091,79.9585805654,A
9.5837947478,66.9227349849,A
54.2057818224,35.8011180446,A
56.8799643273,80.5996618814,A
36.2537121519,34.8722715927,A
18.5379494820,80.5187614233,A
9.4800037623,86.0252326500,A
22.4430224820,31.6523665597,A
21.8964313950,65.9326514406,A
62.4156264359,39.8941240425,A
25.2149123073,100.3107145503,A
