xDom,yDom,correlation
23.064204259802207, 22.1240302638646, 1
31.887777123383657, 33.34351771096437, 1
13.681717140372712, 13.773951844383596, 1
28.371120559585094, 26.849215755660154, 1
17.05994826776059, 16.88308117988202, 1
51.98349741934914, 49.68667833471694, 1
18.92843882611053, 19.652097447551355, 1
44.56395315992847, 46.04527360361118, 1
82.10044520739459, 84.49398466908649, 1
21.930552044100192, 23.744982972467483, 1
10.160330125937028, 7.73913468055455, 1
26.680236285754216, 28.584089596459023, 1
73.2330405509775, 75.113874748103, 1
37.2390075293624, 37.32837718886276, 1
14.723752708041694, 11.153513649569621, 1
15.047920445726321, 16.753927014465027, 1
50.46056793410822, 50.36696912166334, 1
85.89835899269163, 86.90635092857298, 1
61.21592554768596, 62.54876601569429, 1
57.020981119518865, 60.29024628270218, 1
47.98893852114513, 45.62290308471896, 1
19.495414846355395, 19.399658399685876, 1
6.390659246595777, 6.028697859300982, 1
20.974401968863408, 21.876928416259773, 1
76.36991555337767, 78.94549124885086, 1
56.36009900667127, 55.39028059931636, 1
61.93311032940042, 62.68965898246026, 1
53.92656981935709, 56.198411150553845, 1
89.16655516260921, 87.87013771226599, 1
18.95875114792971, 17.164122956123396, 1
74.89385351227622, 74.65986769290801, 1
42.89540335284776, 39.32917078473681, 1
90.8893953136263, 89.22720384290095, 1
75.52970884642929, 75.32332451573754, 1
93.63856785523147, 93.96600368044398, 1
83.0509109697061, 81.22454306342814, 1
83.2214370739486, 82.45342233797437, 1
27.83415578752545, 27.673091933784267, 1
84.68035962726323, 85.07271837497832, 1
54.0056584325194, 53.68623817028463, 1
74.22158203239152, 76.35100327523226, 1
7.178399454012068, 5.0808700353541525, 1
29.260428102217883, 31.869172567211564, 1
14.761557138943008, 14.759767374481878, 1
6.607746952315487, 6.508222896821211, 1
19.088973670394687, 21.16376103601526, 1
8.785892083335629, 8.529408545077374, 1
55.746384373907595, 55.86215304326806, 1
94.41912382558631, 95.50648262956385, 1
79.32299006608942, 79.56282089509104, 1
