xDom,yDom,class
62.2394897620,77.0623893907,A
43.7263046877,69.9017324544,A
57.4246227194,41.8731275868,A
59.3879932108,65.5192717797,A
37.6429663791,64.1159686095,A
59.8234055518,54.5584951877,A
52.6860529581,15.9560673651,A
41.8306491017,50.0132845664,A
82.2595796991,41.2602969921,A
22.6064216043,71.0946327644,A
76.3597092531,51.2347000739,A
44.5151609033,59.3719346860,A
67.3449131317,56.5834346066,A
52.5858845056,56.0703224975,A
81.6319558451,39.3988577718,A
49.8879562289,70.9406006980,A
64.1619327744,41.4882179254,A
31.8993987085,60.5354487364,A
23.3294011060,60.3797363199,A
47.0900137249,63.6759069957,A
67.2421865007,67.2855302078,A
52.5840719519,63.7333906710,A
53.5874831602,16.5433164054,A
45.0382806630,72.6400343665,A
27.3446436595,72.5729306725,A
54.3798483485,37.0887568873,A
77.4613715954,69.7871475653,A
61.1106795053,57.4563065074,A
17.1868760086,59.2263971873,A
44.4492456984,82.3527668691,A
50.8257760591,68.3742934919,A
59.5915226030,55.7728747873,A
37.5961839540,69.1957651890,A
48.3855306111,39.1866995702,A
74.0776572517,63.0927575670,A
57.6782595819,70.8831407462,A
62.9956323701,52.1616985097,A
42.1365274633,59.0175139372,A
79.7637208907,54.7328225340,A
76.9214516250,49.3442909293,A
51.3120960764,61.9475865977,A
81.0245106161,43.9624251119,A
27.0203249634,41.5763932360,A
36.7957389706,41.2877112231,A
36.3368168935,18.4789302392,A
30.8817319427,62.5847949929,A
52.9229885521,30.5396455919,A
29.9187404908,25.2385884363,A
75.6588549937,29.2284533681,A
52.3838035215,41.5635016049,A
58.3827817373,45.3094017792,A
30.7056981182,65.2924110989,A
24.3821799414,59.9502981613,A
47.3937773507,34.4006613833,A
83.7859361487,49.5413372100,A
39.1496685329,36.2198589085,A
56.1994128292,26.7742175557,A
31.8639169440,31.6478727341,A
35.2196465540,48.9559045004,A
58.5427509647,29.2147615463,A
66.6219323219,73.5247529458,A
74.1663048367,49.8115748215,A
67.1957120528,55.5844618275,A
48.4092026751,42.4953140476,A
19.9607733533,54.0771438965,A
26.6582211871,37.6748354030,A
46.1082472360,42.1657296781,A
24.8611152624,38.0752041137,A
48.0427701381,77.1750069931,A
63.4804840733,21.4382644758,A
31.8611514546,28.5705341373,A
68.3208647829,23.8364520318,A
35.0469524418,24.3701571317,A
54.5794705679,74.4750030890,A
50.7824455515,48.5135987861,A
72.6080065925,39.1183277856,A
42.0048234373,54.6042564869,A
49.4627013307,25.7383952966,A
62.8209806233,62.5745168650,A
52.3781573516,54.3624290516,A
63.9368487990,29.3506698134,A
57.2901954449,16.6680426032,A
83.8946579614,52.7148451861,A
57.9161181021,75.7367994542,A
31.7393369443,56.3417209162,A
22.0050318729,46.0858908071,A
57.1379790682,47.0388639617,A
78.5671816334,65.4231864402,A
19.0229902904,60.4267906779,A
54.4243280644,50.6741698703,A
42.3701222428,53.7957421341,A
40.4590502002,21.0216981550,A
34.2763537263,60.5773318512,A
56.3002626846,70.7817988157,A
46.6184700441,55.4172398515,A
44.8155290197,65.3819614684,A
42.4311294113,34.4166308534,A
71.4682541417,51.0600627635,A
29.3658197077,59.1236421905,A
19.5866694123,43.2563561569,A
