xDom,yDom,class
58.4798705259,78.4732960726,A
84.4600961355,44.8846935819,A
45.5967761981,18.3924073685,A
71.9016598524,28.4606364662,A
46.4244953013,28.2879282137,A
34.4711781475,39.7063469798,A
64.2091934781,53.4784453579,A
45.1159309720,67.6971138449,A
48.5163302142,80.6506302805,A
45.2604534588,81.4403905007,A
67.7597974866,25.3033773930,A
24.4534643051,46.3604471650,A
51.5955923704,30.3966844500,A
31.9371481221,48.2082333207,A
67.1885701588,67.9215711296,A
51.3550787567,76.0783658885,A
34.7739519336,31.1018660388,A
26.7297720783,55.4421965664,A
79.5851390509,33.7419229219,A
50.8682695514,38.7831838210,A
61.5577358956,40.5799303297,A
67.0706271434,20.4990832772,A
55.2846282265,82.6071569113,A
25.5496525866,39.2182676052,A
50.6965585971,56.8851895335,A
33.0903509287,73.8866873613,A
70.1995272832,26.0322709052,A
49.0453459697,22.1419503262,A
55.1061551232,57.2553630580,A
54.1628277644,29.1863023625,A
42.4570797663,57.0812531005,A
77.8647313874,56.6649101860,A
54.8564058593,66.1805126714,A
59.5521910090,73.1515270826,A
67.6259295389,47.1747294246,A
39.1641186560,39.7828409400,A
57.3200861906,31.8300296945,A
68.6648876819,25.1716080421,A
39.3140534947,44.4162519135,A
46.2670320868,79.6294077443,A
47.4125985923,59.5734772601,A
51.1226890435,59.7657337323,A
65.9655964552,28.7754060598,A
76.9028773559,70.3360361321,A
48.7480008100,70.0232867009,A
48.5925324064,21.5112168102,A
26.9166177207,29.3966115283,A
43.8044448243,25.8488005057,A
59.1829739047,76.0191274450,A
60.7212356808,59.3058711792,A
49.1538045343,56.4633564734,A
64.3204702569,37.7317883548,A
44.1861876434,67.0770359275,A
31.9647561833,32.8616997226,A
35.2525932180,76.2923747384,A
31.0575327570,59.1203797259,A
57.4709071699,17.2192601679,A
38.1806582131,29.7432191174,A
31.7976521416,41.7109394825,A
45.1887650377,66.5943817658,A
39.9638768556,24.2972503718,A
50.2244169791,43.5029381605,A
61.4574946554,54.9873137196,A
52.8164846042,42.0589851041,A
36.0179307204,36.0534107858,A
46.5194813941,23.7472877106,A
36.0077899849,76.8156892730,A
78.8871794044,41.8613529084,A
63.4667909456,47.9435546274,A
47.7893818425,56.5496821344,A
33.0429546185,62.7174915255,A
63.0165044788,33.4121575647,A
30.1520567130,53.2019441801,A
47.6913156866,22.2833477920,A
25.5312171174,47.9342368227,A
22.5276806033,65.5783238482,A
50.8995727596,54.2727935635,A
51.7252043842,32.4105051697,A
70.0768542476,29.7495192214,A
76.9831598118,36.0732813849,A
36.6236771756,39.6367966042,A
36.6712526171,70.5725966211,A
41.4178488968,19.5726749323,A
34.0977533820,72.4972331567,A
61.9832072642,57.1833207927,A
