xDom,yDom,class
46.6429756306,15.2739586821,A
88.2427678415,45.1123496384,A
63.0935500250,46.5206261842,A
81.8364428651,44.3067462344,A
45.5954633199,52.7553906966,A
40.1542535233,12.4519615752,A
84.8754520340,39.7433097021,A
72.5221641292,42.0294703864,A
40.7270021020,27.0995127154,A
24.2453097136,25.1633540427,A
82.0960801172,52.1440134522,A
79.3528789617,35.1312677687,A
47.6595799073,29.6757576564,A
71.6670652732,52.8796808462,A
52.9726378879,80.7255587257,A
75.0370069308,41.3464155146,A
51.2246384413,27.8375330632,A
19.2243630652,50.5884240458,A
57.5040287312,30.7048536986,A
49.8428845693,30.1071518275,A
79.5661768320,65.9869099447,A
62.7246897912,62.1447301303,A
45.5077912318,82.1691580249,A
46.4632432561,71.0989627385,A
40.1772692921,35.9816194579,A
46.0375758226,79.7664627600,A
59.5693431040,40.4024767267,A
49.9493842940,46.7188089783,A
80.1088652129,45.4606109501,A
25.5215690740,55.6733576943,A
83.2186238263,60.1832630591,A
38.6325100587,48.3384498081,A
28.4759633518,31.7862506720,A
72.3423376692,47.1061073317,A
49.9161370815,37.6260707309,A
19.4987591794,38.4117612490,A
69.8564689226,53.6683293623,A
38.3709545571,15.8627544661,A
76.8648905907,58.9005959840,A
66.6763355224,22.1196827714,A
80.8762458686,70.1694665200,A
64.4986741856,27.0534025433,A
17.4308383440,40.6300548561,A
73.9479431079,22.5012388829,A
73.2540423738,27.7300943572,A
22.9627501307,75.6493863528,A
74.4731721753,53.8769098484,A
18.7831490415,32.9185114011,A
12.3606488073,41.4331761406,A
34.0187087000,51.7654597261,A
59.5561443371,13.3575812559,A
60.9505514172,47.1633591854,A
74.9018356376,34.7578844315,A
42.2905585872,30.4447921629,A
18.5264962524,39.6713793899,A
35.9475388879,80.5387339987,A
21.3692272241,54.3383442972,A
40.2704851177,63.0638313106,A
59.3983793448,30.3180550852,A
59.5671218949,81.3496850513,A
19.0498831159,69.7419192950,A
43.8670834030,32.9848883166,A
36.0602110103,45.5798245718,A
60.3821837460,50.1218729136,A
18.4271360308,33.4230650839,A
74.6296722256,30.3121423639,A
41.0569182125,74.8621577443,A
70.3428944029,70.9613130094,A
68.6930145236,38.3957137598,A
78.0856807725,59.3352094140,A
65.2925406764,61.1782573435,A
66.9922089956,38.3719464691,A
49.3561632523,21.9898415291,A
80.3423717269,67.5399210583,A
55.6759019096,56.6368573859,A
42.2916078179,30.5703017181,A
52.4698603336,67.8812587903,A
39.1583145589,78.4152434697,A
59.8817344526,71.2782147731,A
87.5756988304,47.4014456920,A
18.3616709827,45.9423709046,A
41.7511978014,87.5516808356,A
85.4035437348,61.6259067502,A
37.5804344673,68.6975561752,A
35.9378410265,35.1828197643,A
18.7644624588,31.0169578365,A
50.6552439163,30.5904195337,A
77.5625503206,71.2394195528,A
72.2945753825,41.2094886420,A
40.9326633189,31.8464234038,A
76.7143744678,75.0239340821,A
25.6016396624,35.2674853973,A
34.4302167441,78.1101885169,A
72.2294069098,24.1313097442,A
38.7452404880,66.9161409415,A
82.6623401674,35.2840916221,A
41.5796505516,82.4199088732,A
75.5294405373,63.4071372301,A
24.6216846627,35.6629874532,A
39.3070502809,54.5805470250,A
