xDom,yDom,class
26.4464541892,72.9965617892,A
41.7733627780,39.2566918719,A
46.8100361387,26.6871790695,A
73.9971397325,66.0190885726,A
71.8291529106,37.3134993296,A
59.6589474496,33.3010357786,A
38.7327833850,48.9910584563,A
43.4015539520,61.3391481558,A
77.4039740218,68.8771427019,A
66.8836169274,65.4578279386,A
32.2044771724,62.8358891948,A
80.2480095429,55.2579527975,A
50.1298064644,24.4832004672,A
81.8860868766,39.6538993768,A
59.9315991332,57.5834222959,A
61.6584605223,18.0124532180,A
60.6340619289,70.8001976962,A
51.9797736633,31.8550249848,A
26.5573116925,62.1531958237,A
35.7830309678,73.3407897522,A
19.2568346938,45.4801631517,A
41.9117658636,27.5812283945,A
26.4214787538,75.2389316762,A
34.2572827879,25.2846340744,A
24.4078446756,68.8308982485,A
18.3748911032,61.6604435771,A
68.5644353186,22.6944785090,A
56.9387652189,59.9707687487,A
20.3806658560,44.6396072190,A
52.1435769142,57.8057367432,A
57.4805859164,22.1722000575,A
29.2451790624,25.6069101772,A
76.7704080882,62.5216461107,A
21.4950600012,57.4601187473,A
83.4801175096,46.9069897139,A
64.1458751990,27.5731167743,A
42.6990749519,54.4190367981,A
53.6424969223,43.8487553902,A
33.5709037174,22.7583791672,A
47.4689617475,73.9662024035,A
21.8982764260,36.4691116321,A
62.7293503728,45.6677355768,A
61.2617239936,35.1248589139,A
48.6847765111,47.6690217265,A
55.1847647135,33.2650554164,A
56.2627590631,56.8902706666,A
68.8679944072,58.3474603432,A
55.9987759716,46.8371342437,A
57.4861882958,41.4799489034,A
55.8818726878,16.7434106614,A
48.1559672488,75.9063914985,A
65.1400015045,27.4665205728,A
54.0102509905,19.5928514892,A
65.0431984380,47.3001109159,A
81.2984345778,37.9032780808,A
70.4391389760,67.7599348220,A
40.6305132035,17.4682944680,A
29.8072493854,51.8173685885,A
64.0523433692,24.5951737392,A
77.2808630221,64.6283091455,A
64.1494651147,21.6391788183,A
42.5225121409,77.6399620240,A
55.4872511616,30.2761501471,A
23.9452732706,54.9961430076,A
33.4284270734,57.9091857165,A
51.9049283161,53.1482794040,A
58.8283990116,36.7183207145,A
27.0000631920,31.4939933881,A
28.7585969463,71.4028910765,A
51.9286276017,32.9359903522,A
52.8411617779,54.8970882715,A
68.8326708074,53.8688576735,A
22.9744571516,44.9627556301,A
79.2000545001,50.1027303370,A
53.0270466970,75.9744320350,A
75.6108838276,54.6608852823,A
81.5975560502,48.0635086244,A
52.6336165680,71.2828600062,A
24.9820757960,33.9213493496,A
64.3296629262,69.8174621477,A
43.1011123830,71.0745591163,A
70.7023391615,51.7220695437,A
47.0524094104,52.0838644225,A
58.3057712627,71.9802993748,A
74.1288056933,63.9352227149,A
65.9931171240,33.5708786209,A
60.5346538751,62.6111012824,A
79.0146342685,48.9899159656,A
48.0288083669,19.7156759513,A
68.7205608726,34.0100362210,A
76.4197109312,64.2020804227,A
22.5731934621,40.3889926825,A
