xDom,yDom,class
60.7739520910,38.8373338290,A
24.6450322786,40.2735105218,A
41.9794523333,75.4188059550,A
39.5086299007,57.4734921329,A
51.2277220421,28.5942290073,A
34.5078320027,41.6261128054,A
29.3722210587,45.9646621260,A
25.0851652226,39.1059404318,A
13.5439425421,49.2977580777,A
24.2874327064,34.1476742499,A
19.3229199495,52.1910899357,A
34.8590915552,63.1552413500,A
44.9108436377,70.8166324228,A
71.0894431884,57.2834511592,A
68.2561781936,64.1224854075,A
53.7157561048,51.9938093670,A
19.8716912289,61.4153876828,A
35.5124592620,28.3451518993,A
58.4588196134,35.2583736199,A
20.2511807990,36.7791877025,A
24.6601922127,33.9841901620,A
29.9699140014,17.7902596484,A
65.1165761486,42.9250770029,A
24.9519243210,34.1651287373,A
41.5980637266,59.4305266393,A
23.3840315837,46.9554941964,A
57.3737610833,71.5173522289,A
30.3097935798,24.8596980965,A
74.2444466477,52.5773467872,A
46.7634815145,65.8025174369,A
24.6156319233,62.0248627050,A
50.2944758325,55.8297581032,A
30.5521985172,44.1533401624,A
40.5208893113,16.9320875707,A
74.4552543409,56.8046049293,A
63.6997468049,34.7798957712,A
36.5801914158,33.5092260694,A
53.9562403321,22.1496747269,A
44.1159911034,29.9408529876,A
59.2802946213,40.9533663969,A
41.6440338637,26.6074730459,A
26.4705003020,31.0421284759,A
18.2544078120,39.8729690709,A
40.4780150848,63.3650382861,A
35.7634955692,34.2643102771,A
72.3964447054,37.0606681412,A
66.4407767741,44.0033818212,A
20.9943849557,55.2931140597,A
65.1185091813,32.8932175174,A
47.3095898525,51.7348597457,A
30.6284492296,35.8874320057,A
20.3459168414,41.2855719542,A
43.8615582926,38.2793179599,A
54.4831866033,20.3698982533,A
18.9731446606,50.0964346252,A
54.0028868693,72.5940355947,A
23.7066722062,30.6040819764,A
25.0998765046,55.2270277207,A
38.9840198463,51.3518493700,A
37.9285274291,73.9839477744,A
56.9476187382,25.7393815264,A
65.6916360882,35.3660001945,A
37.5572141631,58.2802057726,A
30.2718157665,22.4635839222,A
33.9245245610,62.2187421789,A
34.2772087838,63.4313333041,A
59.0895735015,47.0284499632,A
48.9750626978,70.5878512847,A
58.4045231259,23.4584799981,A
71.0318194119,29.9650462234,A
64.5131893228,54.6161249592,A
52.3214906460,34.1590046184,A
47.1933026359,54.5201282910,A
36.9789088366,21.7033711766,A
25.5196166298,26.6167170866,A
51.8508706551,58.1162084330,A
50.9368490840,67.4135534276,A
63.0493544961,41.9648153013,A
39.3609252376,58.0724090245,A
13.3929334902,44.2222518445,A
64.3650156530,33.6533878119,A
52.2693957284,35.4025081988,A
65.4945423886,36.3784654233,A
34.9463238735,64.9410526952,A
17.4739219526,35.4327864172,A
41.1847026728,37.8974290421,A
41.2344999777,76.6238384622,A
66.5147769579,23.1747343794,A
35.8972404431,36.1145758000,A
43.7361710340,69.6713695054,A
55.7960515099,52.9466083892,A
62.4492080462,62.9324225980,A
71.2323067688,40.4816482827,A
45.3479801607,28.2801768583,A
26.4971452502,32.7473909659,A
36.7104908007,59.1047415670,A
51.1172133456,61.2450450140,A
49.1038905464,39.5616013677,A
31.0762030587,26.3027012218,A
32.1215842239,38.6453874317,A
