xDom,yDom,class
51.7249173330,23.9352148233,A
49.1940942580,22.5398158208,A
69.4597458203,60.8070350989,A
57.2232810129,11.3137632818,A
42.3555138172,73.7610686086,A
41.0388064478,9.8222856898,A
79.7025665028,42.5497178471,A
63.6899960628,54.7625994248,A
15.7869933416,49.1413157788,A
26.7412088806,68.6092600734,A
44.0268414414,61.4492165102,A
64.1483175735,68.8895323818,A
32.1109193071,54.6955302525,A
77.0518430084,48.6859356755,A
29.2705192003,70.4051335382,A
54.4700947123,70.6433510601,A
19.6349860499,33.8061443079,A
6.6436355349,43.3247388432,A
12.0515240519,63.9357522024,A
13.2466310922,66.6465215155,A
77.6784646020,38.2638547403,A
58.6930610967,24.5660796323,A
78.7347306700,55.4740589413,A
60.3466408686,45.1759449408,A
53.5401907489,25.7843538878,A
84.2181316994,40.0559022289,A
36.4539803788,26.7659034098,A
28.6613075928,48.8457477155,A
68.0495411187,26.7095161824,A
34.9563029472,53.1182226956,A
44.8137024941,68.3598185593,A
46.7939940078,50.0321263576,A
60.6484730271,29.5368070158,A
39.2081581646,19.4893880977,A
59.5011352840,8.9454765764,A
67.0540228517,52.6583021019,A
74.1095838370,37.6099096037,A
53.5616574892,11.4420137772,A
55.7504124379,70.6005279568,A
54.5454658020,16.1562371378,A
29.4631726296,23.2324099642,A
78.5219773750,25.1239772348,A
76.1014282552,67.9706665801,A
33.1977145950,22.5111342705,A
28.5939455215,9.8961720911,A
9.4306409820,43.6008888830,A
60.2680735664,79.2509156117,A
35.7730221001,60.0825708155,A
50.3829084388,58.7680465860,A
6.6900607716,41.6065874333,A
13.9578268988,48.2618561284,A
75.2413877331,39.3299385283,A
73.2956708801,28.8633993744,A
67.2498601122,71.2133869730,A
28.7590842584,31.0952061820,A
43.0690156477,67.3824375075,A
32.9957186942,72.5919718490,A
11.5105560373,64.5902437784,A
20.1189576039,23.3902202591,A
47.7652191738,47.4342858625,A
42.8630920121,44.4966196392,A
47.7593300760,26.5362064796,A
69.1854331386,70.5179306265,A
30.7542711535,70.9734356478,A
37.6696686118,72.1382687140,A
46.5437934752,35.1557344162,A
67.2942603737,35.9546228989,A
11.1112506189,51.9679427019,A
43.1699188485,59.4166005933,A
13.7165292842,67.8435949912,A
73.4694299733,60.1249871279,A
35.8421278598,48.5745530288,A
17.2763272530,26.8189929976,A
74.9477902409,33.5050102380,A
27.7621079220,48.3214940789,A
16.3679708007,71.5347349167,A
38.2022613750,63.5461619717,A
61.9276639450,56.8379670200,A
25.8371835108,74.9845307844,A
11.1165742505,31.9319465761,A
75.9927388826,41.8403283208,A
65.4133195587,38.0088945198,A
45.2932730924,6.4051324112,A
14.8622780175,36.8101133654,A
66.0404497512,52.9861365105,A
48.2320961372,36.3337246684,A
14.6191242424,66.9461919434,A
22.4924999005,15.0039330096,A
61.8399446362,14.1496803130,A
51.3505278512,7.1519485040,A
74.1413642960,68.8835594352,A
38.1460452088,21.3910056641,A
63.9545418317,15.5157063076,A
22.3146970657,65.2748112588,A
22.9415250030,21.1254993082,A
34.4094104705,41.8549021676,A
51.3980006465,17.9935225201,A
65.6316960203,63.8205083634,A
46.3544302417,57.8481156635,A
31.2660519759,67.3370646138,A
