xDom,yDom,class
34.1818946142,79.7601489728,A
17.1710222178,57.9175280077,A
55.2923973129,78.0913046793,A
60.2917328392,37.1096428953,A
83.8663588831,47.6537893474,A
48.1720225779,48.7311953856,A
50.7949196850,19.1516197107,A
77.2946802111,69.3477036876,A
73.5080102753,40.2601681125,A
37.9732758670,58.9001756521,A
24.7493901123,72.3662442383,A
74.0868005674,50.5343532661,A
65.0830663491,55.7740109554,A
65.7826997273,55.6675033997,A
55.9287262233,38.9999911837,A
36.6105586135,42.6201610147,A
20.6594025754,40.6364354678,A
66.4600919496,50.4983208282,A
51.8248337617,46.2217971003,A
56.4991972751,40.6333895262,A
50.9589060489,44.8503655150,A
18.6971910532,54.8871224345,A
33.5726339341,37.8353806733,A
38.3744505767,49.7908284580,A
24.3368207978,48.2936578311,A
81.0091559043,44.4644491259,A
51.2806684546,52.5232141188,A
43.3437631269,44.7492834939,A
30.7520194707,70.7213184387,A
62.7934369185,45.0681283793,A
75.0929399131,64.4975315731,A
47.8293767396,41.6942548120,A
59.0408287956,42.8547090997,A
23.3120390753,28.8090632901,A
61.0254561846,73.5945541571,A
72.1594512854,44.0095952041,A
54.4925628697,39.8411660543,A
62.3879067689,34.5600350792,A
33.4463690090,25.1655861084,A
55.4481676585,67.0629690319,A
71.0783464677,66.2308755486,A
63.0540691985,77.0007950360,A
54.0271592229,39.4380903711,A
46.3302101507,42.3804346648,A
57.0660194169,56.5993370045,A
54.6457921010,42.0532330637,A
70.9933077969,77.4542376641,A
43.2073506898,16.5351024836,A
46.8189916972,37.1559605353,A
61.9041043011,18.3025179528,A
38.5296541084,21.8210104736,A
30.1725504020,51.9635358070,A
82.1088575810,52.0919712905,A
65.2150193316,41.5003351860,A
48.9644095792,18.8429607278,A
50.7861716326,54.5606704043,A
44.0282137023,42.6668083571,A
54.0381971218,46.6858817309,A
56.7662145947,74.9719439011,A
55.4692924758,28.4844796736,A
77.6578803676,47.8473949465,A
59.7798119916,69.1869337960,A
67.1062777648,50.9510494958,A
35.7540011485,20.5697689799,A
31.7265087383,71.8978494065,A
45.3985608095,46.0395481304,A
69.7124461083,33.4661510233,A
81.0407583540,43.7627167237,A
72.2038323057,28.1956071416,A
52.9453524891,45.6957592124,A
27.3130356375,49.5878099502,A
39.2952077217,34.5494203075,A
72.3884585956,33.7870213514,A
46.8328836224,45.8865583117,A
74.6832130179,64.9711376448,A
40.6846306856,45.7255378080,A
27.8133375790,41.3779580956,A
75.2689510371,61.8099011687,A
55.0533167181,64.3172272695,A
66.2902328420,61.1271880858,A
21.3302422808,58.1154724151,A
52.5064259054,61.6087429382,A
82.8603507043,56.5548633185,A
45.9782283925,74.4250202165,A
25.0611896764,30.8805560503,A
46.6102585184,57.3956373287,A
63.5815990229,78.4102573143,A
69.2142459157,51.2326826901,A
32.4598167618,70.1955777083,A
17.8132095408,49.3132212394,A
47.4235662189,66.4073576858,A
64.8282365033,42.7052920322,A
40.9505427131,50.7487675086,A
57.1100230917,71.5290496954,A
76.4276480820,38.4652111704,A
23.8932627933,38.8852752108,A
65.1366206819,40.9093033183,A
74.4396180388,63.5329339787,A
