xDom,yDom,class
51.2987395462,26.9893561985,A
58.4874582053,67.1702383047,A
68.2021843993,53.1822435890,A
31.4051737287,60.8088147589,A
29.6174099058,71.3978697758,A
62.6219310772,29.7194042350,A
54.0239786509,57.6136338279,A
67.4949874431,45.4067453240,A
39.3396783210,69.8063960890,A
48.6898557180,40.2072360747,A
56.8554714116,35.7731801145,A
48.2138602667,47.5430552540,A
66.3632512199,56.0072700651,A
39.6923666328,66.7460426059,A
31.3364447461,34.9503032119,A
71.7730756055,39.2127517057,A
51.6343596868,50.4146014180,A
16.0525103470,56.1488252883,A
83.5428049229,40.3274501603,A
65.7125018558,53.1582747577,A
49.8619647531,83.2915787651,A
32.5528725156,55.7062037273,A
39.0398119028,80.3022497249,A
57.3593575528,70.4552196822,A
46.7819345593,29.6842053721,A
42.5707856357,34.6134057599,A
77.8209159130,41.6979664058,A
24.8919399199,73.7313058808,A
76.0591299218,29.0060792955,A
55.8499948247,19.1751766111,A
21.9307870058,60.0459661190,A
45.3013451570,26.7551123648,A
59.5773634587,58.8559932409,A
46.0088874260,26.9592389464,A
67.8660084014,62.5663309435,A
72.1572736559,72.3972103672,A
63.7605255897,23.1893823592,A
58.6160146907,82.2864914222,A
21.9726004670,47.6833944383,A
44.1324259383,18.5247035517,A
46.5384359566,67.4932547224,A
47.4082956973,74.7448994610,A
62.0723193560,18.3066144562,A
79.9705983269,52.4525069627,A
27.0332489822,72.1212777712,A
24.0673011747,73.0455147159,A
28.3644578948,36.9437705326,A
57.8025064584,39.9204677756,A
18.4679394601,37.9987589376,A
43.7909978422,53.5055493741,A
34.5963420246,25.4175621062,A
53.3643252503,84.1729050184,A
74.4998109959,52.5006025862,A
36.7984707002,60.8139190822,A
56.5128015986,40.7062321422,A
40.5336789452,58.4341932037,A
70.2171168817,24.8020055545,A
75.5446683673,63.8419705512,A
79.8843664136,42.9266930497,A
70.4932924425,37.9253588371,A
67.6322554078,42.7469197828,A
37.7676487466,62.0234110934,A
34.8406513862,34.2050456336,A
50.8033934042,83.6221469155,A
35.8025291268,60.9695028409,A
58.1610158043,38.4339513593,A
64.9423927546,42.0620828548,A
75.8651061301,57.8158256404,A
53.0349040442,74.3231026069,A
41.5644541978,70.2929675081,A
45.3687607115,72.8134576836,A
48.8649922159,64.5923594696,A
57.5841973781,61.4910235484,A
30.9385897285,30.9998514446,A
36.0679689748,36.3072181024,A
70.3761415339,45.6263715624,A
49.4245685625,60.4781679073,A
26.9039524879,36.4361835006,A
18.5211189798,40.8544821503,A
68.6776912564,24.0009383364,A
66.9160866117,63.0425158913,A
56.3624876340,17.7875069903,A
41.0402616035,18.6295927612,A
54.4612178153,43.2718896988,A
80.2282548188,56.1038775985,A
59.5872038745,62.8350247588,A
72.3909566517,38.5086896030,A
62.4344538550,24.1826508928,A
44.0706778299,40.6885503269,A
59.9401015055,41.5008812534,A
20.5028922187,48.8207864658,A
25.1657914197,42.0774689594,A
27.6163703563,62.9797895442,A
18.5364823964,35.6062181017,A
61.8694654357,53.3439945833,A
39.3509989111,75.6012451059,A
56.3756853579,64.4496287400,A
64.1791031945,57.7592064718,A
52.8773731024,60.0497564335,A
45.4702566782,50.7098011737,A
