xDom,yDom,class
51.2733715159,33.2880520221,A
65.0364942955,66.3893383439,A
30.9377760169,75.3341221090,A
36.1855210778,65.4859320489,A
46.7041896884,68.8301191477,A
31.0111852860,70.3427642680,A
39.5216119717,23.8933220061,A
32.3718253933,22.1464490456,A
34.5475435583,70.4501012619,A
66.4888535970,23.4911932843,A
35.3489468196,21.0347186867,A
30.9138424816,26.3109950881,A
18.6493535068,56.3527591712,A
40.3923354139,75.7768480543,A
40.7353822689,55.6398498890,A
48.3952370326,62.5033791063,A
44.8413776575,60.6940808364,A
45.7278422150,69.7876361766,A
26.1641227615,59.0464139403,A
31.4832825018,43.1230896609,A
72.2564835250,72.0595316669,A
66.7400250263,42.1901409320,A
41.1746853818,64.7078926264,A
66.8487872034,53.5751536191,A
56.9293405332,32.5903211427,A
59.0667862577,27.9427867335,A
42.5901052182,35.3515509099,A
42.9085282915,44.6949332525,A
59.3553387923,79.8131933453,A
61.1406342777,46.0749898853,A
55.7013616483,55.0133625590,A
59.3099533742,34.5438870269,A
26.1769241685,67.3007795802,A
69.6124023167,69.7339394749,A
56.1193584252,33.7848832040,A
54.0985184907,54.2685474981,A
31.7656133713,49.2751499533,A
24.7221091379,61.7673175546,A
19.9709480808,55.6759028334,A
56.1132212435,28.4371135027,A
68.7026702713,74.8947061496,A
33.7476558111,33.0092093422,A
53.8659897858,79.9670077745,A
38.0251831771,67.3873867331,A
41.3734750572,41.5152050006,A
65.5774384055,57.2307852601,A
68.5088017044,67.2948301278,A
65.0599804360,68.0425287343,A
42.3899143617,47.8040655133,A
48.3312720938,81.8700615850,A
52.8887440629,36.7236862409,A
41.8106642949,51.9851450054,A
45.0957025479,35.9407327169,A
35.1858154539,76.1619559903,A
74.0597871247,65.6378058118,A
33.4552143012,27.3141641135,A
74.2078803138,61.4225066088,A
75.3977566001,46.1468579290,A
63.1017048648,51.5644468445,A
32.7273669012,54.5234299605,A
38.7245200875,36.8897357099,A
26.2386617449,38.9054655427,A
73.1195630459,39.6165585349,A
41.5341796946,67.6045324565,A
38.0820859204,67.0281149740,A
41.1706263813,36.3178549134,A
41.7070993392,22.9447345530,A
45.6968360677,34.4379877018,A
43.1653506411,45.2237578577,A
65.1910414673,42.1168653887,A
61.1085041416,49.6280610112,A
56.8270852548,44.9153822481,A
31.5498144007,70.7895997757,A
73.2143602533,35.7028430287,A
50.9615012710,60.9205957176,A
36.9463686059,22.5146197649,A
63.2755701846,48.5175701411,A
26.8970816122,40.7140379702,A
33.7039195108,57.6671056381,A
75.7834319601,51.9347117159,A
40.4752722987,21.4731620424,A
44.9105396044,64.9970832693,A
41.9753085001,29.0420632817,A
62.1286211856,43.3219260040,A
25.6860111093,61.4819530322,A
45.7785498348,41.4756450380,A
53.8020615990,26.0164602433,A
57.5561289363,63.6979443617,A
81.4553211300,45.9098609706,A
76.4031703956,54.4068043420,A
61.2727256509,67.3844693575,A
55.4074211290,49.7989621501,A
39.5203952816,57.8514260414,A
59.6860502067,58.6255208148,A
49.4973067872,39.4908788693,A
19.7075176658,52.5842226050,A
58.7867162411,34.1590930001,A
31.7876303533,74.9480316984,A
35.4817835063,48.5847775466,A
62.2513747380,76.2432233080,A
