xDom,yDom,tendency
22.294218430374386, 31.162966426199613, 1.5
55.603595721120435, 86.12282564616117, 1.5
24.970174723015052, 41.72940550594883, 1.5
51.9948865133126, 78.05820236031194, 1.5
25.000145970740114, 36.29171069763671, 1.5
27.60109806343487, 40.55508099209332, 1.5
37.97726532486691, 50.61872950636375, 1.5
15.38047080620968, 29.59659329340245, 1.5
38.83066398586648, 65.19524502517385, 1.5
12.651510760406794, 22.663968034003616, 1.5
11.419455262237928, 18.760900508520805, 1.5
22.495678654722777, 37.25530667554736, 1.5
32.31504216239502, 47.91456450036766, 1.5
69.6729276334448, 104.05624372629336, 1.5
6.977135456300938, 10.814594964448794, 1.5
36.82168335209474, 60.742611719141614, 1.5
18.238656879434245, 30.326619693659726, 1.5
8.006934615079086, 10.837099629655537, 1.5
10.677244854956664, 20.737151880491602, 1.5
39.33741910124814, 54.3837205772208, 1.5
7.700566129582388, 6.734056769447602, 1.5
5.778279902341596, 11.350026392807646, 1.5
42.818005818190066, 66.18485716253527, 1.5
18.127903904408594, 31.502744349727987, 1.5
87.60577716238784, 124.16030414542954, 1.5
70.33257479437204, 101.81638429042899, 1.5
12.96841401200308, 23.961278038320067, 1.5
5.725851661707692, 0.5096512811466791, 1.5
16.9532788684432, 22.638284173841313, 1.5
15.702709961942483, 23.531250910997787, 1.5
31.677676159418713, 51.9619705033717, 1.5
64.00800943551937, 101.92022079528844, 1.5
43.290188815199926, 71.5476439562749, 1.5
26.77439515575484, 45.1740117330109, 1.5
21.866498204145078, 36.447229822901505, 1.5
83.4549366055377, 128.6611643093753, 1.5
46.41620389745115, 60.68145917323186, 1.5
44.69823892380957, 61.99563824945933, 1.5
43.75106970879644, 58.036024366278674, 1.5
16.684408399297837, 25.09159391138421, 1.5
66.34063029327126, 91.93676079902778, 1.5
85.36905533016154, 131.53753929970148, 1.5
7.365440449236512, 10.969695147354075, 1.5
50.77693392068162, 79.12509120740637, 1.5
6.724151758033111, 12.145519025566562, 1.5
23.215578133675706, 29.0722601435074, 1.5
12.155344682018972, 13.257910301596754, 1.5
40.37190131949554, 70.17055668274267, 1.5
37.209251659280575, 61.28843461172738, 1.5
14.135611566839666, 17.946407590647542, 1.5
