xDom,yDom,class
26.0966814953,57.1968517343,A
39.0013140660,35.3316306829,A
63.2481002484,20.5807581527,A
51.9148888047,60.8065795134,A
62.9856844975,19.8634694632,A
75.1041532052,50.0076729607,A
29.2104942598,23.4248203374,A
26.8950981317,70.3070686899,A
23.5504253377,34.6254330064,A
53.9266483683,75.5174689027,A
77.2631420683,71.2941028522,A
62.6026994812,65.4512040091,A
25.4616936106,34.6748181324,A
47.6075303371,56.9731050054,A
47.4894560907,50.8662103450,A
32.4966610924,54.5871360290,A
69.3705387473,35.9980573534,A
35.5823003442,25.3775356749,A
42.2033668687,62.0069627845,A
49.5881634415,20.5726635577,A
57.0806836278,59.2113997339,A
73.8219034703,33.8864883374,A
65.5867113497,23.0241360309,A
49.7782791657,46.1611632846,A
46.2375230884,24.6074411014,A
49.5463427926,32.3833943161,A
50.7242835580,24.8465728984,A
27.3012212642,51.7689170255,A
59.2336307706,14.0911783542,A
29.0185672119,55.5658052702,A
21.8905462933,39.9770838629,A
25.5671918534,35.3172983673,A
32.4469609156,20.5509487594,A
83.8115549622,49.6725175301,A
73.4291773019,25.6040953489,A
63.5715098968,59.5795321294,A
54.2572974533,18.6023431893,A
70.9007906466,65.4667381959,A
77.2291734904,31.8506841009,A
30.1665700578,21.8174392597,A
68.6131224872,63.8430169869,A
42.9130847026,37.3719997200,A
20.5103168893,47.7827034992,A
81.4072837522,53.3624325648,A
26.2881404831,69.9898032715,A
67.8650386157,35.5665943629,A
76.9078541048,54.9020692662,A
51.4576335992,54.8534656748,A
76.4092933958,42.5369355588,A
55.3361966028,19.2901081499,A
39.5201332012,41.0726971947,A
43.9739993128,28.1243133729,A
35.1600411216,34.5259758182,A
61.8247382394,58.9235644455,A
49.6433507448,33.4772821003,A
50.7621110968,17.0537396148,A
47.7352534746,56.3853547923,A
47.3360735120,35.6861671758,A
30.7259845437,57.8635435032,A
71.7187166430,22.6464640548,A
53.8619231288,71.6471864288,A
35.0134020511,60.9772064268,A
64.2186421004,71.2735682866,A
58.8629517072,60.1978377065,A
62.7705339125,78.9069241887,A
42.1098142226,70.1893240961,A
77.8026402827,33.7721821189,A
26.9743898248,36.8058659760,A
60.3562142620,46.9200952365,A
84.4379538731,46.9365520080,A
26.3942399151,27.0012225463,A
40.1397333466,31.7140565619,A
29.0071106409,54.8457284622,A
58.8209632484,34.1853603011,A
66.4672026378,34.4375835040,A
77.2629271505,49.7024196213,A
48.0028971272,65.6897407746,A
26.6373803267,27.2252433621,A
19.1374225286,37.4741143273,A
48.4606815515,61.7360825640,A
48.4856833881,36.8918297746,A
30.8894508393,30.7497617337,A
47.4661665864,13.7675158781,A
85.7169235595,39.2921798613,A
34.2264059853,71.4397938208,A
80.8264251649,48.9619931285,A
30.6926416151,69.6806318723,A
78.1478808057,59.5641224857,A
59.2621680794,25.4773722639,A
72.1398561393,41.8161937446,A
65.5562306837,42.0166297099,A
61.8418962741,29.5726925002,A
61.5441707377,25.5546700803,A
47.3949783336,33.4574306070,A
79.8777267496,42.3131939189,A
29.0910251282,60.8848427826,A
44.3460246262,26.3224265814,A
70.4770572092,26.2037519534,A
59.8613956122,74.7731217666,A
76.7318631498,46.2647555513,A
