xDom,yDom,class
52.2248805347,62.1754295729,A
28.0185722685,65.6160479724,A
55.2394047815,45.9009705752,A
36.0315939676,71.5826200428,A
37.3413209124,28.6958579794,A
53.1085903629,78.7368588775,A
81.9193147201,54.9295168226,A
24.9159586995,38.4925756827,A
58.7217752123,61.3969434877,A
28.9281953902,21.5569672906,A
80.1623941736,54.9353902029,A
42.9107859579,79.2688209638,A
17.2779052031,41.3227141329,A
67.2646072178,43.9144080255,A
54.2240534384,34.3831586134,A
49.6026982148,83.2902390483,A
38.8420004750,46.5983622631,A
32.9184221520,60.8961704326,A
71.4154391262,45.9183113134,A
75.7442958232,26.4065904778,A
25.9197840429,27.3489354862,A
29.5341730066,43.8519268843,A
47.3008722349,86.2750563038,A
82.3433213578,34.1742425274,A
30.9279585381,69.3427030924,A
35.4032263263,29.0179027970,A
33.2578512598,66.5639985770,A
63.7535472412,43.2216761451,A
75.6806581560,49.2598907312,A
69.1657155826,38.3859449591,A
34.7107461876,24.7938613452,A
71.2079983229,46.9866062884,A
16.2039865194,58.3580066284,A
84.3554863542,48.4250407471,A
17.8759415647,31.7571098199,A
48.4556896892,18.5201775946,A
65.7938469504,80.0980575597,A
54.2712063456,56.7612246201,A
47.8209444205,64.1871096685,A
49.8647060243,50.7529232286,A
49.6618709901,25.5008495311,A
70.5271587066,75.5814661570,A
66.5396392378,49.8216435021,A
41.7454505962,60.6177478093,A
42.4431980518,62.0441536771,A
76.6717602067,70.0273458638,A
74.3307504660,76.2090171140,A
18.6217822079,31.6782596549,A
31.7085820862,18.4992645020,A
72.0214509975,78.1731890543,A
24.8072438618,58.3768352389,A
42.7708578679,84.5422263799,A
57.8929451574,75.9045244779,A
40.3661796548,64.5754795574,A
83.6399008588,55.8838273718,A
60.1576575046,20.9684153153,A
60.1655641308,81.9897225813,A
21.2531252039,33.6100558135,A
59.6727164884,43.9597061234,A
36.7999785157,25.2055803070,A
45.7724726093,80.4865575984,A
72.8554646858,24.9793196736,A
22.3087846586,38.8248692191,A
43.9317670039,57.3672904871,A
51.3734309605,76.9179993879,A
56.6585043651,34.5529427345,A
48.7022886310,38.1048487693,A
59.1582156970,58.9291768335,A
50.0196853728,54.6114879423,A
84.5363514441,62.5525122542,A
37.8098327814,47.1773159697,A
36.3842645631,16.5593797240,A
71.3469707552,41.0084215957,A
23.0165937270,42.0848382062,A
19.9527700143,56.8360167186,A
77.0966034730,57.8258501334,A
13.6049450527,52.6481239107,A
27.4711955832,22.0928495935,A
13.0650806025,51.2007661043,A
18.7925434488,36.7969564011,A
78.3367881646,67.6316802279,A
28.4060134998,67.2348518038,A
58.7943127352,61.0512909018,A
25.8532462646,57.3206883066,A
34.6995672387,67.5248816363,A
27.5033499235,62.7608560695,A
56.5379624161,76.6845725727,A
43.1732600910,77.7391035563,A
65.7063442552,80.8811922806,A
68.3052816351,36.4859407168,A
41.7729060247,58.7423343074,A
20.8875232132,59.3737080580,A
28.8390808877,41.2993324576,A
21.0121766173,32.0991692852,A
46.8705765926,77.1670705582,A
61.7076612372,38.6241702122,A
21.6648459778,26.7054000390,A
18.9101626341,39.3171290831,A
60.8327517228,84.9007978798,A
69.7756725510,57.3734292174,A
