xDom,yDom,class
60.1322710753,21.1164870749,A
27.8628775945,73.6659510780,A
25.8762294186,40.7403147943,A
58.4891015707,58.2970116940,A
36.8851354906,30.7091425438,A
68.1064221382,38.2197357605,A
33.0598107524,45.2032119042,A
58.9240130749,64.4189647818,A
48.7973602441,84.0410419036,A
53.9687790417,53.9012998286,A
37.9226157706,38.6649231189,A
27.4651498310,49.8924005822,A
65.4919098778,18.8591342978,A
35.2963654165,36.5716417153,A
55.6916038561,65.5980634895,A
75.9465598726,37.2485851063,A
63.6925004505,72.2879780879,A
30.3587389925,71.4533082738,A
75.5527255849,44.0690761679,A
65.5164548853,55.1653237873,A
72.5434078317,36.6666272373,A
77.0679605957,39.9587998312,A
29.5428310922,70.4115358206,A
74.1052434700,31.2201289338,A
70.7614900998,47.2643989157,A
44.2338560388,16.9672921321,A
61.8077970028,20.2108551842,A
51.0976149632,41.3495745803,A
75.3360412906,32.8464705589,A
30.5686468823,53.5267722452,A
24.3451507714,59.4615211674,A
41.1109819154,67.5140765666,A
44.4298892561,36.8250276676,A
55.0686946966,64.0592269440,A
46.2417082366,24.3366643329,A
28.8087282493,68.2346731567,A
54.0704928594,17.7391098211,A
48.5256261935,75.7879470428,A
35.3353931424,76.6475913192,A
37.5148393748,72.0018963931,A
36.8872948245,69.9068303781,A
32.3678620441,22.3126992269,A
39.2403033210,72.7357280985,A
60.6624040228,36.3538661221,A
39.6954523692,29.1095312579,A
42.7862589703,44.6879393288,A
41.7469575290,59.9324040266,A
36.4205463899,61.3489571244,A
36.2675154286,70.7614581673,A
70.7025588605,62.9246553443,A
26.9022633042,42.3024769106,A
28.7308186227,32.3201192783,A
53.8352650060,78.4860001496,A
68.9212566441,29.7780100194,A
54.3073189639,52.2819049946,A
62.5211990852,75.1584041119,A
40.9021217701,61.9218421702,A
25.5455122059,30.1232078912,A
51.4838722548,55.5869403687,A
38.1388872865,28.6152044945,A
58.7692549502,53.7391908037,A
51.1991798036,21.0828093251,A
63.6284351551,29.8099593139,A
48.9937664775,27.7027571865,A
51.9202735014,70.2985050574,A
74.8106569529,36.8983123906,A
39.7795231305,39.9930167369,A
26.3622174551,31.7963698196,A
70.7860779765,42.0372544147,A
69.6057817145,51.1795511521,A
69.5441449377,40.4397394042,A
28.9470003429,27.1182541015,A
38.1593550838,39.9073386553,A
36.8067949546,77.7881730681,A
25.7808211873,52.9336641436,A
53.1058868244,48.5573786863,A
48.5168076064,42.1180944899,A
26.3466694336,33.9700801965,A
52.7563075675,48.4758933933,A
33.3181825848,25.2365748895,A
71.7835077719,48.4799979181,A
51.0710516802,66.6404106844,A
65.6495746777,59.8188156517,A
53.0998977807,32.8880081797,A
33.0253998280,20.4688186194,A
22.3061740048,32.9498372931,A
83.1995723617,53.9343749338,A
77.0312170129,41.1116959694,A
61.6740546993,41.1946560108,A
42.9979401477,55.2935937341,A
20.4391195835,31.3337967576,A
54.4937758127,26.0782748012,A
24.0811419965,29.9320986088,A
34.1148761374,73.7750364475,A
38.2150239492,80.4988617237,A
56.4366691045,18.6092266425,A
22.5087167019,55.0421947911,A
75.4512628955,70.2754468124,A
28.4678199309,42.8561414161,A
75.9582791957,32.1572640233,A
70.3417022695,38.4033996503,A
53.5535191131,71.6597511667,A
58.1226913297,27.5021007049,A
48.0432787556,68.1146392375,A
17.3336657980,53.4784316454,A
58.6517696171,68.9684664820,A
