xDom,yDom,class
82.2863561529,58.8223174232,A
20.0012408806,48.1853863466,A
63.0623709356,39.8189810864,A
81.1684705483,60.1034127067,A
34.1830020803,67.7867919949,A
49.3498409646,76.6437390758,A
51.0904986286,51.7719691705,A
34.3774346769,53.3698304938,A
30.3819194809,51.9322615664,A
74.0409241010,72.8765981521,A
30.8095718733,40.3950676540,A
74.8957760475,51.9808154572,A
63.2945865108,20.7687247485,A
40.6721030810,67.9970183319,A
68.9040672917,48.2223342293,A
56.4238133091,80.6209443278,A
69.9540730586,40.4858327745,A
67.0669774437,52.1401147354,A
26.3899569729,66.6218155517,A
63.3225625298,54.1528594024,A
39.4972261438,63.8270828977,A
18.3161981150,47.2756709690,A
53.9490089056,38.2803733723,A
64.8283254850,81.0773430535,A
63.8389565751,78.1099269886,A
51.8151534198,42.5280693050,A
21.5712953256,34.9514160862,A
78.2727680987,64.6923805961,A
23.0716742927,44.3876449707,A
32.5949459408,48.8728189245,A
50.3725684382,35.7791135268,A
48.1258265379,35.6059137047,A
63.1539396403,52.0512434738,A
25.4666516022,47.9044700606,A
22.7829729177,47.1661617044,A
21.0606143265,39.9989389471,A
72.8186708597,57.4367168818,A
44.5860025379,45.6561765327,A
43.0256578510,74.6580718655,A
62.0502132457,74.5550546628,A
58.2040377358,78.7815712923,A
18.3737942752,51.6478171856,A
63.5299412398,45.4772125533,A
51.1368584207,81.1228427534,A
54.7497131263,50.4901520472,A
45.1568433440,60.1037934259,A
41.0058413155,78.8776031741,A
48.6994465476,79.3204985941,A
50.8499163020,79.7429793117,A
31.5305888344,69.5864139684,A
35.7488576021,66.0031504533,A
56.2184329237,68.8748113022,A
78.3907343277,48.4161722624,A
27.0975672806,65.9247153492,A
25.4731549235,41.8693662347,A
31.4828566363,48.4757237001,A
53.2376787700,74.1095965471,A
40.7643473779,18.3147665160,A
70.7261986455,33.3377986978,A
67.6391012343,20.7221036571,A
54.7858162243,57.6277224140,A
77.4879743239,70.9202316181,A
29.2717796810,50.4620074832,A
50.7460872970,54.7956168335,A
47.3752848008,26.9264611760,A
81.5353790338,43.7088678268,A
70.4838268478,30.9092474625,A
21.1323856146,40.4695939897,A
53.7118873695,27.4284529324,A
34.5145872913,75.9123561136,A
49.0117543003,63.3281809838,A
21.1928834535,69.3257152402,A
61.6020157003,53.8036281411,A
57.1819312905,55.2654552419,A
48.3445231896,51.6726065324,A
45.1631524363,57.8347893597,A
36.7239655888,49.2522880826,A
48.2722515762,76.8024633135,A
78.0677480097,46.0601173548,A
35.6658243975,37.4991094725,A
25.2379847792,73.7689224402,A
44.2401609264,70.2482147296,A
63.3502313558,54.1764830359,A
63.8629825832,41.5069808803,A
27.9264072332,69.6188163542,A
68.5634927920,25.2782030025,A
60.4409203530,36.3304589077,A
82.6631316208,39.1580093604,A
16.7967387574,58.7339135281,A
53.7187171830,68.4642476999,A
34.1264659474,69.8721820950,A
66.7456623004,40.1046021458,A
69.6309291342,38.8772701701,A
42.9090868445,65.7236068121,A
71.5228921887,50.6363304997,A
41.4768279351,48.9945999566,A
22.7282049692,54.3080617893,A
29.1178026857,31.6096178128,A
36.6860911846,38.2981220810,A
32.2385318220,79.9899306369,A
50.2911347138,44.7455416662,A
74.7054769222,74.7120300261,A
