xDom,yDom,tendency
52.145679801389754, 51.61612409245899, 1
88.1446577968564, 80.70866860545297, 1
18.309730441099397, 16.580901636943143, 1
16.116896450999693, 17.068659335121616, 1
27.292056845275855, 23.583526088498456, 1
11.866128012005687, 5.9515574058526655, 1
21.368367808342423, 18.91281849855793, 1
22.542204434867966, 14.013091954323558, 1
62.64448880648774, 63.28866124441474, 1
17.72601302515839, 16.423108755481593, 1
14.824628122586937, 15.474897498456313, 1
25.98474030352086, 20.43520648126672, 1
31.743197300202304, 35.143637692671994, 1
7.930972599213407, 1.236741637307234, 1
45.69479108108592, 49.13506363204153, 1
23.463543064189388, 21.01656461396555, 1
6.773449443531685, 4.787979550624045, 1
50.28740497266309, 53.45481588999756, 1
39.818335928816786, 39.006899130568684, 1
50.83353119829787, 51.2951057996205, 1
6.476708907181494, 10.350228712933394, 1
20.071662160416757, 14.341596880550192, 1
35.69730592385562, 41.26267910507798, 1
46.045380720649476, 46.44408108261882, 1
7.7958064983231, 9.079202066965152, 1
67.05304721908409, 72.51316924787395, 1
25.896979479185273, 32.91892669489789, 1
48.3556672991495, 49.02939178951695, 1
23.502321605570515, 30.797443225234325, 1
16.311408131815345, 18.736473246258356, 1
42.44655429950757, 42.43823563844482, 1
57.80204198584883, 56.97286405859424, 1
11.875981881416454, 19.433635542174258, 1
45.9945946163233, 49.83477121026361, 1
47.23858212970831, 40.813411394756926, 1
65.26478902550801, 62.33156079326372, 1
56.957201296276246, 60.92388673727575, 1
85.03814488625495, 82.79690161862725, 1
47.81863474500327, 51.0082322300567, 1
29.006465027411025, 34.91755269940288, 1
67.72046455439676, 64.39024658299854, 1
67.8215037672541, 69.62375841323744, 1
70.5740205705808, 72.131252664967, 1
7.262079813226674, 6.576753584279693, 1
18.661887779760143, 19.68797916986545, 1
10.275024252174791, 2.039644941044294, 1
76.4441424787051, 74.0643589295288, 1
88.24430151244627, 82.82607276882062, 1
22.469367218735954, 17.42114292070706, 1
24.340152750085842, 24.875503272603417, 1
