xDom,yDom,tendency
27.407486606624364, 21.844506153835898, 1
17.379657986332983, 18.74642930045008, 1
37.440780104686866, 31.18411241024862, 1
78.45950682305393, 76.842394207599, 1
19.82234615460066, 23.177046411763303, 1
16.570977829054133, 22.43343357875705, 1
32.50809373194221, 37.505342264004376, 1
30.572839203543655, 28.320053249636018, 1
42.267298831021435, 34.41451002461096, 1
45.99021799098139, 46.53648035159324, 1
10.613018950405419, 10.500000447486142, 1
53.8788371202457, 50.99440993555532, 1
44.01926326826837, 42.68467065219748, 1
57.38820896058246, 54.156175304620184, 1
38.256924979380116, 42.88188229416472, 1
13.827398618083482, 18.379829551750433, 1
20.90292127698023, 24.002928616759355, 1
54.141108342178896, 46.02823607323104, 1
46.3384891829856, 46.03863975359384, 1
59.67838000714661, 56.686071444494566, 1
12.465166048090236, 10.575626467731643, 1
56.81444592031767, 65.21057873631693, 1
15.841872857289005, 13.39508035878934, 1
66.81294670385117, 65.96181478336385, 1
46.445363232852486, 56.037162129565, 1
37.28756178054832, 38.58413822240418, 1
17.445603516366475, 21.165737102846492, 1
39.12568024236973, 38.507650140988375, 1
14.350022333975414, 18.594980586102277, 1
40.72866811958031, 45.750799113894985, 1
61.83955643741925, 67.39078345247442, 1
25.136623881287107, 16.170528871486724, 1
16.664976714741858, 19.515320897634098, 1
53.92411659831414, 59.86307574269119, 1
12.768362662942575, 20.37930412469825, 1
52.606450477699134, 57.37837990064683, 1
7.907584441682603, 11.643668379686845, 1
13.561598312351574, 6.9996765968715025, 1
5.273324706855801, 12.439193749485145, 1
69.40687231119816, 66.5329673083586, 1
54.027494887672596, 58.24559673776973, 1
47.11539347891119, 46.345403019320706, 1
61.430521503912, 56.92681148120671, 1
29.238723047186852, 28.186750656393322, 1
34.25522428514437, 37.38557414998961, 1
33.75982644354531, 34.18654342248149, 1
29.691688332411506, 26.765550476679728, 1
13.249742149802062, 7.596530882413874, 1
18.218708510843914, 20.384607950072624, 1
9.206512417928115, 14.185619049028592, 1
