xDom,yDom,class
43.0940388775,22.5132525577,A
38.9960843660,34.9807212246,A
39.2016470607,85.6820778379,A
28.8362742347,60.3750185912,A
20.5870049562,33.7194537631,A
40.3545760550,42.2306732012,A
16.2473533002,54.8000910927,A
49.8095894471,55.1261023357,A
21.8874061121,43.6912951116,A
58.5807429603,80.5530858095,A
25.3868308134,49.4460335883,A
37.6529475361,66.4898140491,A
32.1646832899,75.3243109800,A
61.1459606974,63.3563408094,A
51.1696684286,48.7209552342,A
32.0241192341,54.3328861298,A
40.2078742532,41.7140116127,A
36.3659331893,23.7768385652,A
23.0664948672,32.5725951911,A
24.6891960274,36.3145062220,A
67.7257352604,57.5934890173,A
31.3387112901,32.5131500255,A
67.3067087184,59.3729652706,A
47.8415063267,69.0845387763,A
49.6452915833,45.2636097572,A
16.9337155605,52.5362886248,A
38.1428813061,28.5408978122,A
29.0039182925,57.3908213632,A
73.9779270913,55.9125126601,A
19.3543463029,48.8034124255,A
60.2138572900,71.7932287562,A
33.0350912723,66.4550077296,A
64.5426422224,32.0725808667,A
45.3582331156,41.9795354127,A
38.2473233079,57.9822265954,A
53.8803155073,46.0008100765,A
43.3526626749,66.2336605108,A
32.6481633424,26.6671858208,A
45.8888705339,42.6367556186,A
21.5665418475,31.2035922178,A
35.1809808906,70.8690632165,A
45.7404512810,72.1988777561,A
68.9381531561,59.3556997715,A
60.8802341357,36.8027202885,A
50.2088216303,25.5637797946,A
44.5399739662,31.9542309715,A
58.6483943699,29.9054356574,A
57.3300119157,70.7700973222,A
61.3749488721,75.4271816616,A
52.4518820654,35.6678647712,A
20.8409057005,32.2394013142,A
69.9557469831,60.7506368642,A
41.8808506211,44.4073997247,A
43.2676986130,65.7645223402,A
52.0651835946,72.4801575541,A
27.2090364476,27.7384338877,A
65.1299828545,51.5377138092,A
45.6561970109,33.9120119847,A
70.3153112804,43.3857838210,A
65.3578878764,50.2136173131,A
22.2495914373,51.2434806533,A
55.2327301887,30.8785826969,A
44.6460909977,65.4235093516,A
68.2181909355,59.7725999514,A
46.8183689610,33.9105757429,A
30.3874391495,57.2419615791,A
42.6721510796,68.9422669029,A
74.6574169945,53.0174025588,A
50.6912156126,56.3800090701,A
45.5658095142,52.5926197773,A
53.1992196562,69.5093856365,A
72.4918868934,63.0244746294,A
27.4113390847,58.1565766911,A
48.7162297818,71.5331762629,A
32.1632871926,46.4746637249,A
57.1572416565,73.9605992687,A
43.7108449476,67.7855181931,A
33.0127476983,39.5873232651,A
28.9083456684,81.7307467753,A
46.6751064721,33.5252840003,A
55.3899046526,54.0922963263,A
58.3827453351,63.8125501892,A
64.8586340349,70.8485507742,A
33.2841007442,48.9663553737,A
38.2520612267,54.8943078283,A
39.5649357843,52.4188396757,A
35.1426236832,41.9688978150,A
28.4135360553,77.3805028358,A
73.4818784355,45.6131732699,A
34.7173852825,64.5375202594,A
61.5824890281,47.3003825895,A
49.1484889661,74.2778517263,A
38.8542877643,35.6923939233,A
19.0552387352,50.6566971140,A
56.8544225740,67.8140709700,A
38.4558431786,55.3796376155,A
30.9468074360,46.8369758117,A
50.8130346896,51.6303878800,A
42.1267052563,73.9974555735,A
55.1774016651,73.0793224733,A
