xDom,yDom,class
64.3518243001,11.3269939953,A
70.8647285278,66.7409805663,A
47.8035029712,89.7912907021,A
26.0438771063,37.3497348626,A
33.2708829676,66.9523799689,A
37.9318014543,42.5739832580,A
47.3693718773,92.7917220194,A
78.3946910680,30.8109543238,A
44.4624770434,16.7843051233,A
62.5168837664,86.9046773871,A
55.1301843072,45.4864055925,A
82.5005427041,75.6060419312,A
55.7280218201,60.7429338988,A
24.3881903627,46.5699139847,A
86.0421381713,66.0747310711,A
85.2679463304,26.2476467654,A
81.3706474803,21.8133821134,A
38.7261987316,71.5852852869,A
58.4394233917,93.0871400577,A
30.5828768089,37.8333499336,A
61.8516554449,51.9560227533,A
18.9313051897,67.9669390532,A
73.5894450675,13.6726511950,A
60.8981186681,45.9593571546,A
25.1253282413,65.9529000106,A
70.9907837373,70.9756294082,A
48.2292726239,86.5043592788,A
20.9811882207,27.5743315706,A
48.0939559629,31.5965552817,A
58.2401470874,40.9643910342,A
31.2466921316,48.4024505748,A
76.3500456067,59.8038173867,A
10.3746869593,61.5649035867,A
26.3433612509,53.8242367216,A
50.2191209336,13.4407432436,A
19.8510817803,22.6627107586,A
30.9749130093,60.3978886797,A
48.0933672354,15.4752320520,A
46.6385673550,52.2241251254,A
16.2554233573,53.6613761998,A
73.6662599791,24.2001136786,A
66.3536700901,24.9512766837,A
9.3028938185,59.3446372797,A
27.2545403291,19.7917438378,A
46.9173283332,21.2008499491,A
53.4719852956,12.6430692912,A
74.1454518766,17.8249070519,A
71.3858088073,52.2884452321,A
62.7907376419,80.2122102294,A
30.9886653117,85.8440871210,A
53.4122895330,39.1557413781,A
82.0745551597,77.0517578718,A
70.4246778484,53.5349145267,A
33.9210543588,81.9570399947,A
73.1910742026,58.8697506774,A
72.7274560576,39.6384440639,A
12.6484358163,63.0381751299,A
8.2595126053,44.8373823738,A
37.9645409049,70.2531373372,A
41.8331334988,32.2395070949,A
13.4775358075,31.9595158973,A
55.6804909941,33.5594570767,A
29.0912397199,68.6953163710,A
21.7367998765,30.6605467658,A
57.2729911652,77.6315311024,A
40.0953376690,22.6997009787,A
15.4495604847,31.8552245868,A
15.5404487748,23.8702235733,A
86.8159176791,31.5997971185,A
41.6163240060,77.7236700844,A
42.3000134158,15.2591994443,A
56.4523343648,83.7566733421,A
24.8454793361,16.7155258201,A
71.8894439564,66.9568485886,A
11.4559245469,47.7390449370,A
72.6003315603,26.6097721555,A
11.1966062730,61.5783932653,A
45.8313828133,61.6385731073,A
59.1996291040,76.9850095967,A
34.7148963715,59.7143155514,A
11.9729805577,42.4245067162,A
73.2348175837,15.4576816585,A
48.7847862563,81.7228875481,A
31.6375761671,26.7751342679,A
7.4837409512,41.0848116455,A
68.6018815487,24.3639236552,A
74.0440253929,48.7549893604,A
36.9787369135,40.0971831307,A
85.2551340502,58.8829506658,A
80.3427046603,18.3833054794,A
