xDom,yDom,correlation
-8.718012116319713, 21.195697919290016, -1
-6.413462324819022, 25.155128560563725, -1
-35.0292918768362, 54.17819573339365, -1
-40.70843252110583, 24.95180151639744, -1
-84.81564479126217, 61.51141172446208, -1
-79.85501605233834, 58.200836118823055, -1
-4.1867470072491955, 6.658919679120409, -1
-31.12018739633139, 51.64152930472388, -1
-35.37841612777385, 57.83322927216167, -1
-96.78910048433491, 65.3421766370206, -1
-34.8021448044624, 35.845100899982334, -1
-80.73061749391343, 87.24587139034398, -1
-82.25506555474048, 46.146687334056274, -1
-62.88530115385537, 59.30471806821709, -1
-28.40802697415394, 57.16431129730975, -1
-48.098266502583, 76.19507004443778, -1
-85.94998635241855, 71.28529662607014, -1
-18.810176425065436, 37.30342816797977, -1
-38.10380181312934, 48.55771888070418, -1
-60.215155246587706, 79.66221324096028, -1
-11.981937058530406, 15.308866866733412, -1
-2.211761440359851, 3.0, -1
-91.90119925723008, 71.77131242917224, -1
-31.13573384804127, 54.868951958125194, -1
-71.17039658008619, 98.0, -1
-5.471681037782332, 35.1422546252566, -1
-48.95579658673999, 64.28013558150353, -1
-54.53641876076763, 50.32638783908981, -1
-49.03356122929594, 36.99708660614984, -1
-66.46462230559705, 50.77709366700448, -1
-48.61386528294628, 58.44277206808078, -1
-88.68573744474341, 89.72594514677952, -1
-85.98321929820747, 75.11774164432234, -1
-40.29184914411134, 44.60885484806581, -1
-2.331947582512015, 31.953108385416023, -1
-62.00699502746927, 36.26406882968554, -1
-37.79458628811327, 59.53088314549178, -1
-89.53572762949354, 78.53576265501361, -1
-48.51847664378846, 40.516388075383645, -1
-11.952821054931746, 30.293701928532045, -1
-32.15792273673824, 12.956548842005216, -1
-30.619794332300927, 14.728582144983395, -1
-43.98950237883033, 50.54351327444773, -1
-53.84878107709373, 75.89200922792497, -1
-41.27198948730954, 59.83841547149661, -1
-91.30404682474486, 95.40094039235707, -1
-26.914936220913603, 39.62199524693233, -1
-77.15835722249865, 88.3137539260238, -1
-54.69072112329324, 74.54546161660234, -1
-19.82695882289262, 43.51499789689844, -1
