xDom,yDom,correlation
25.520231384074396, 58.74247949814271, 1
66.12772596713968, 93.64935532961293, 1
58.55928978281426, 98.0, 1
23.023284401454543, 79.981786746666, 1
42.26545189436487, 38.70409608051104, 1
82.63431840516118, 76.1149732629442, 1
49.874545359360674, 65.14357418615164, 1
5.079423215034964, 10.667387799573337, 1
31.830136863458375, 54.88256548189557, 1
53.46426338972747, 72.04283670845952, 1
93.24580704190035, 73.86286300201448, 1
94.9492818605728, 62.24229009315009, 1
68.99815356598688, 41.53911005713795, 1
63.63389590710719, 53.84753760936892, 1
61.53322036828605, 56.18593870206927, 1
80.50533405406661, 81.25163484182403, 1
86.10000390449731, 44.7889511681403, 1
12.853363010993974, 43.015401317475344, 1
62.61590655471828, 76.54497936022273, 1
47.94092967147147, 91.89087900901265, 1
57.307579875619695, 93.46413294724734, 1
95.34457198112803, 72.97865023885667, 1
47.83895056784536, 85.46748775877118, 1
10.786686488403909, 21.150120363448156, 1
6.421268652036403, 3.0, 1
65.98032221577769, 75.91293874963468, 1
55.48787977092969, 48.60596151980854, 1
66.25813168277034, 60.54661221568843, 1
7.746661970796129, 59.295860715236245, 1
64.17754532845353, 65.64528280031269, 1
46.62328254801115, 85.66341441673966, 1
16.765894859942307, 40.95954266033966, 1
37.249021770510076, 35.15762473692327, 1
20.518196073095076, 74.6602422007514, 1
95.34508913144995, 91.41230640604749, 1
66.95803616340345, 52.266504081214805, 1
22.10379223297872, 52.5212359222372, 1
16.773073231869283, 69.39573568274125, 1
45.4278927623252, 93.79841807740897, 1
25.290831356922638, 77.63615528732399, 1
54.614572781298634, 73.33256067384416, 1
66.83376929037581, 43.81320347165219, 1
30.87600412949519, 60.35321414001997, 1
13.131236122194569, 55.05068502026078, 1
25.3303426769421, 81.67942755515958, 1
69.86298559846463, 86.845766834445, 1
84.74325815464286, 93.62258853557634, 1
66.5003600409651, 52.8473694225286, 1
13.609295293317299, 38.72430246666977, 1
82.26929635745446, 77.1076796913581, 1
