xDom,yDom,correlation
-87.76079541968137, 83.8355383914371, -1
-53.96313760363747, 54.2066351926855, -1
-37.49554523930029, 37.63224350557633, -1
-91.4498788804566, 88.02722826086483, -1
-47.613392724823235, 47.31119431139395, -1
-18.320974078620964, 17.536087313360213, -1
-52.67746931468039, 53.34118006973874, -1
-27.61795131958573, 25.879136680248404, -1
-68.9140216106978, 67.1237239378127, -1
-53.166269015267616, 54.22466226895703, -1
-77.52950710495413, 76.27479715094086, -1
-35.12839212795508, 35.16523682178245, -1
-5.949021800596526, 6.226867250968173, -1
-19.103017988326016, 27.20792640343761, -1
-66.9523482333256, 65.44558373207371, -1
-54.85398671644254, 50.318336072705335, -1
-19.40926926755462, 21.03436740007281, -1
-85.31337667833905, 88.38353151498889, -1
-29.875384476007184, 27.444065771726166, -1
-43.70718449116835, 44.293506304070085, -1
-3.1875236738241313, 3.5101386121148668, -1
-73.1189747114137, 74.30046939478711, -1
-76.20291137862478, 72.72394823901553, -1
-17.22970817970142, 17.811652905602784, -1
-31.636111150246492, 31.037965024106267, -1
-72.47424588423456, 68.80152306208392, -1
-19.090251315780975, 17.704337038665464, -1
-82.42825552523493, 78.79400238481051, -1
-87.23405746002723, 90.21418633784685, -1
-18.688803357284698, 19.45273622058186, -1
-61.916329961903784, 61.73461717683324, -1
-74.77533799909963, 77.65114899640069, -1
-11.199932890502538, 11.680851020630495, -1
-37.85750356491047, 39.57593694850815, -1
-63.632618625906886, 64.09768515967892, -1
-29.878836458592687, 30.427271216900497, -1
-79.7545146527868, 77.17679950407035, -1
-47.72644839293664, 47.248333783519065, -1
-2.660610988235689, 3.0, -1
-11.144189562869371, 13.347436419009172, -1
-32.400547835306085, 32.51389305198283, -1
-89.85270357763383, 92.54294467841419, -1
-62.82840554647065, 68.94362442931619, -1
-59.214567174159484, 59.78235804027008, -1
-74.53116737029907, 72.96183520710117, -1
-57.75185714900017, 59.55269721769981, -1
-95.00656815816257, 98.0, -1
-20.944154763210705, 21.72845811399465, -1
-59.14673697218561, 53.71669349711199, -1
-51.93869870454107, 51.55978837769169, -1
