xDom,yDom,correlation
21.11532886551664, 5.554653750682741, 1
9.761174990284758, 3.0, 1
48.4737623335013, 47.574706419977346, 1
58.1502843806461, 49.48152621538871, 1
83.7663324269631, 77.68691052141853, 1
38.53179662607058, 22.416847413726884, 1
45.306512138711874, 53.360773229732054, 1
38.67973385960053, 52.687873065880446, 1
21.316404786237573, 36.07250782375773, 1
85.2018819121544, 83.26273052065808, 1
51.88013613251803, 41.62293670641234, 1
25.319334929283144, 42.81551928325975, 1
73.92431843311073, 67.92671208549156, 1
39.55743335537208, 51.65139013654885, 1
62.197541127943175, 57.43269378649088, 1
59.044830252756135, 23.36695414618687, 1
25.96277332272307, 55.650359728967324, 1
18.083050657448222, 37.060939380647376, 1
55.011044622859046, 42.343130338427436, 1
7.2057173949967925, 23.73675321578422, 1
44.27361041004751, 55.41124651872382, 1
31.896278229013152, 23.826035769964733, 1
35.215973820251065, 45.48883753639169, 1
96.69839041372434, 98.0, 1
42.58889115284536, 21.801724262628188, 1
80.12449451716436, 53.20359991268577, 1
89.58417630835919, 70.00169878022561, 1
72.41651265023427, 59.55006957818082, 1
11.984606462708914, 18.103529613179067, 1
70.83677641952707, 48.2687854766581, 1
78.6933857254983, 42.03838366073426, 1
40.119772388166325, 53.79657262912506, 1
53.75793171372875, 40.636525558712215, 1
33.66764153411755, 52.79893194013592, 1
53.20339927605009, 38.485943822809354, 1
75.50179928204597, 58.59627693374683, 1
78.28843362531981, 43.203021154647956, 1
49.26127833995405, 42.980409501932186, 1
94.62200123073438, 91.31096722728971, 1
46.088913939741374, 36.30442871549973, 1
91.02376087338813, 56.213001191383896, 1
83.45397907481572, 51.16532646515153, 1
90.6571369712082, 88.98454024957265, 1
28.534401779620246, 39.72234610939409, 1
82.29216787059593, 48.313838003515656, 1
95.65299667906586, 81.39457315805333, 1
17.242438916660326, 21.13226171325554, 1
65.53244316878171, 33.79641387481371, 1
50.283097641554136, 60.28158089909881, 1
29.773708831018123, 33.266221877889045, 1
