xDom,yDom,correlation
-37.508019271422384, 45.4539190797409, -1
-45.79308225015782, 45.96081618514755, -1
-67.22556768130652, 35.38964460697524, -1
-70.88449525747058, 79.33680469731156, -1
-28.31285226281078, 67.58873220710207, -1
-57.37079576759278, 72.62567877303796, -1
-33.16742320870402, 50.55816945962029, -1
-33.06966052622698, 41.92009193440471, -1
-10.300304289534694, 18.97139124409493, -1
-71.68884570053916, 77.4870163236232, -1
-38.174532836055505, 15.211061147520239, -1
-30.27450631340848, 53.97588273356748, -1
-22.979584571353527, 51.90759974466049, -1
-38.736883510667894, 38.302312559553876, -1
-43.21069318195134, 24.609645340741803, -1
-38.657584727672344, 20.363025435488105, -1
-36.16280680902997, 46.264132928320656, -1
-39.81800668273479, 32.763153048623025, -1
-43.80328024120556, 39.53007115467675, -1
-52.53129268200372, 56.82209251470337, -1
-21.147590962677768, 11.773804500859917, -1
-3.4000127333632975, 44.490766151240685, -1
-92.30933473053926, 61.276727563155795, -1
-85.91246758473791, 57.88358536478096, -1
-40.71057523857914, 59.67131611540055, -1
-3.558251048081928, 3.0, -1
-59.999679299706166, 55.560930014733714, -1
-24.97660029883305, 13.096852140127433, -1
-40.242632433237695, 15.343904510550841, -1
-22.957130381681708, 35.81100258517603, -1
-25.070286347340385, 56.0384770198543, -1
-2.154052618471752, 27.869750421011464, -1
-78.48192448256334, 84.60715500213041, -1
-41.74548817210163, 29.504205779909025, -1
-24.312729741092696, 23.541443954646528, -1
-28.004360478477878, 23.304703298312475, -1
-65.63618370248835, 56.60096512238284, -1
-77.25616648596029, 83.12578618098335, -1
-94.6296353866478, 98.0, -1
-30.5238354212253, 64.18131227278464, -1
-61.23603763842934, 62.99996135453853, -1
-40.08733289337131, 37.50288275495741, -1
-11.380787465460116, 23.7223459641878, -1
-7.8213816404888945, 28.46189124290192, -1
-70.61231776464756, 76.66129980490997, -1
-48.259296495616425, 56.1819398864499, -1
-56.195529599936066, 50.46759775090645, -1
-31.654542476671537, 30.209230411478607, -1
-39.60315017325391, 21.226614335740088, -1
-22.717298725340314, 27.44342089559244, -1
