xDom,yDom,correlation
-95.60406460397365, 98.0, -1
-88.26204791032146, 66.99297163783788, -1
-13.27670899998904, 14.791402978274828, -1
-30.39942434483558, 54.11468702846964, -1
-64.53956156575458, 34.404286059601894, -1
-21.580700637466848, 36.77464416895913, -1
-62.56247530396996, 43.36247093080747, -1
-61.799900164440345, 64.09155315185657, -1
-51.421511449549115, 75.61979674678904, -1
-26.790498514741557, 46.287025006754114, -1
-76.91049002833466, 39.40375127482775, -1
-69.39841679072596, 40.62352127786304, -1
-48.623942493126975, 42.32193638669313, -1
-49.772634591693034, 46.95520815152756, -1
-69.89395095206729, 54.96813896788413, -1
-94.10499351202937, 65.55404488110877, -1
-68.33802301098461, 60.13440876114574, -1
-27.38491458975048, 14.301500848456351, -1
-28.354388214587715, 61.275521402747486, -1
-81.26435183103172, 85.70285524976383, -1
-36.26552999374309, 31.431434173204355, -1
-31.61183873011784, 41.75879767084668, -1
-48.27893471679538, 64.97972135836923, -1
-49.31618926650525, 78.36018314131813, -1
-33.73923959279328, 55.96124574658412, -1
-56.61958276456356, 32.2936940483622, -1
-61.73985008275189, 49.19839602557341, -1
-12.668674590791369, 54.075580758949314, -1
-9.356415235518043, 48.09590180760432, -1
-78.8797208600952, 51.177479016530164, -1
-50.433567780516356, 52.51719164597678, -1
-17.2410406639317, 14.199180265931084, -1
-41.70583151201689, 79.17984810059595, -1
-22.40062508222951, 32.672643287630976, -1
-14.477865238384553, 38.61797812012052, -1
-83.74582053747355, 50.60760130431478, -1
-10.09890093726709, 24.734067563130615, -1
-25.929003604427237, 18.836178455249268, -1
-11.815054240440787, 20.79925300662362, -1
-38.845595615175974, 57.652013217345036, -1
-14.498668912173372, 53.15906613062916, -1
-17.1243438436249, 58.292894386226145, -1
-39.73554056226509, 74.95975164331341, -1
-13.44428438228374, 12.162799092786328, -1
-12.224497701828938, 3.0, -1
-9.271402370617054, 12.845779634326218, -1
-63.3034615268791, 75.24540357052395, -1
-92.1626309943452, 48.445694926170965, -1
-76.05095779912659, 75.08729820749137, -1
-11.591896597174923, 62.834544428752615, -1
