xDom,yDom,correlation
-41.78548589322708, 62.20325438648022, -1
-11.189458720452748, 4.908212889098717, -1
-3.9686316463172773, 3.0, -1
-26.604492820327806, 27.81861665758105, -1
-46.692888149961675, 33.68475011797216, -1
-13.639851568173427, 11.08549297135478, -1
-34.515952710172186, 33.575878940217024, -1
-93.61763618286828, 74.80320712109348, -1
-48.82347982657173, 62.48416031163172, -1
-2.487904339743821, 41.989148736352526, -1
-52.6495960247733, 59.79022545342962, -1
-87.26110350315469, 71.02508602893714, -1
-14.503758677814716, 43.25309017176443, -1
-28.850191013488995, 29.14477711537982, -1
-66.46627605366565, 58.803923566994484, -1
-43.30755430050719, 40.3809716933397, -1
-25.695973731363352, 48.25152252532668, -1
-66.36795069557442, 70.93827845050615, -1
-11.81368530898942, 50.4323868944624, -1
-93.68560250640836, 93.83741475495515, -1
-18.53021346195328, 60.76832378001411, -1
-36.18741928527088, 31.056255048761468, -1
-13.539879640391362, 53.908114163068134, -1
-32.01887432389006, 59.3569214192221, -1
-86.33443205534232, 77.55912868409695, -1
-74.30795803686775, 42.933285342526915, -1
-30.415095939024525, 40.57336896633491, -1
-34.60385609720586, 20.713226654036156, -1
-34.02899416790459, 27.515624299909145, -1
-62.431421534709756, 32.675648824966885, -1
-19.021135097709106, 44.71298829571854, -1
-23.648472929348955, 43.610996653055125, -1
-43.78352780339453, 31.884639446918367, -1
-28.591363800207176, 26.08358402364297, -1
-96.18877042531429, 52.8774068450664, -1
-83.1929104907237, 44.95249334056064, -1
-94.00193923835049, 77.81401409744261, -1
-45.20246793743068, 42.462624470820636, -1
-6.915551194905191, 47.68923142243359, -1
-66.32575268444587, 55.97215590291194, -1
-59.30500009217518, 72.44655194607795, -1
-4.983414818356664, 48.72986258410606, -1
-97.79195216725681, 98.0, -1
-3.6103742998542288, 39.208802698735695, -1
-25.625934359767513, 56.86126664957525, -1
-90.60709257553768, 79.92055624684059, -1
-9.952967153791391, 54.89417530456555, -1
-54.40610290222597, 71.9491431837891, -1
-65.93578557919857, 60.050121886376076, -1
-21.78162786189965, 35.044289683268346, -1
