xDom,yDom,correlation
31.605452778341537, 20.91623201847168, 1
64.10351412844159, 47.69491052413161, 1
53.531659372810026, 51.216462684942, 1
76.78896677258598, 49.31855841938383, 1
92.81881362526126, 98.0, 1
9.010864112163464, 19.32410999776829, 1
24.489549008927906, 49.86980139300153, 1
17.817937143446862, 40.5479157281003, 1
67.37728437339845, 72.38449566412007, 1
94.1926876734156, 83.4456766269215, 1
33.059712883088494, 39.35081385217553, 1
55.22267899399761, 37.25548444466742, 1
61.11225467019145, 66.6318887964942, 1
59.52238072076783, 44.17787221704904, 1
35.88985774865512, 3.0, 1
84.27626978273094, 74.3394991752324, 1
72.52601924933776, 70.59227554492686, 1
32.01987599492848, 28.181843817668977, 1
74.1562545612471, 34.06517173463944, 1
75.07020179347326, 66.2776533941677, 1
50.60634784713168, 62.035484565348966, 1
38.93480876340037, 63.450994598302515, 1
59.21925745852601, 47.42599551682307, 1
85.48440229792777, 37.6358154898222, 1
57.76619464385767, 22.569632479923943, 1
55.23079951739889, 60.318133237060174, 1
81.97804180472009, 92.3887547256076, 1
68.24010839454414, 45.13429342269022, 1
8.316818036206648, 48.69619773301674, 1
37.07060112199582, 31.487206790226075, 1
41.063511795866766, 17.95068933391748, 1
72.11246710655487, 85.2059607641999, 1
9.261462777712595, 28.539978825064964, 1
89.44314952581868, 60.61153451945222, 1
97.65301824431414, 74.96332729872773, 1
39.45202064261174, 19.281427940079695, 1
69.36704489155491, 63.30126948046559, 1
53.309242730475724, 72.34665116767259, 1
33.802847325839835, 47.48067154394678, 1
53.66714678377592, 59.10061117980795, 1
97.69017111906328, 47.17202929477163, 1
70.47301534994155, 36.282619775513425, 1
64.17103075267268, 52.381830744203306, 1
87.79776807238626, 87.74370704238883, 1
34.10189656995624, 48.81568983782263, 1
94.04636709246034, 60.82705532790153, 1
34.20889037393307, 64.99512484295064, 1
63.08674723690504, 67.83696298193296, 1
94.9274996535059, 72.55106005050048, 1
84.91496226869421, 63.72458861346731, 1
