xDom,yDom,correlation
97.61006627522167, 63.71412673879246, 1
58.5531524855842, 32.06575683493302, 1
86.01335673732508, 39.36727350012627, 1
78.13502275657495, 59.73813840559859, 1
81.01631530985398, 51.107391073665525, 1
75.0867545824408, 64.81200318978124, 1
43.886769394320865, 32.32023673845195, 1
41.21690702517306, 45.80694301251311, 1
93.89636458641652, 98.0, 1
20.32701183935914, 22.384626432392807, 1
51.74394538956425, 34.92944573724965, 1
52.7408827532373, 60.97471078672978, 1
33.588687958497985, 22.90488539116375, 1
89.55127464835766, 48.01939774426803, 1
24.219092192812656, 43.45950841216361, 1
46.596760178955094, 57.33645854400139, 1
57.22587375864812, 49.30722998971864, 1
50.587190124105405, 53.91044312363318, 1
35.87018268382448, 51.57756704801811, 1
75.17688406798146, 86.83599019009095, 1
11.251525297468518, 47.5839319207801, 1
42.87990700534422, 26.017001622205854, 1
58.98487471345692, 66.16886047801043, 1
56.32512461831953, 54.73410773468751, 1
10.83409263390718, 12.74949667461372, 1
76.96420789060878, 64.59330013801943, 1
61.62563394026013, 71.85598076708743, 1
34.73549386390992, 48.78366664355256, 1
83.82193270168187, 91.74687350629024, 1
10.200998848836477, 20.30792156579809, 1
62.932397418309556, 70.25907057866455, 1
29.536996915767872, 49.88672833872952, 1
8.077118431065667, 32.96159837441991, 1
9.401993160267974, 29.857957561769986, 1
96.6858495330979, 63.843918001470165, 1
38.146244074711554, 50.746771388343355, 1
16.59093568973315, 58.75187623789, 1
91.46847146413026, 80.01256469533602, 1
43.9563193493379, 26.66038866660042, 1
25.454521262542062, 13.417038391022679, 1
73.5563212562815, 63.35927061135225, 1
20.242535029584687, 57.78592760879954, 1
16.40017223860061, 41.62315586072532, 1
9.482093902560937, 3.0, 1
25.590867182407855, 30.405383796475054, 1
38.068191238391115, 48.09357612883588, 1
82.9584099404778, 84.06907504283684, 1
29.328402851736413, 29.43195788415014, 1
67.89085931746521, 52.19166626395678, 1
58.12608831286586, 48.51566904250026, 1
